id,category,donateedetails,donateepaidby,donateetype,end_date,hours_details,hours_worked,is_ultimate_payer_different,ispaymentdonated,job_title,link,member,mnis_id,parent_interest_id,payment_description,payment_type,periodforhoursworked,published,registered,regularity_of_payment,source_archive,start_date,summary,twfy_id,ultimate_payer_name,ultimatepayeraddress,ultimatepayernatureofbusiness,ultimatepayerprotectedbyconfidentiality,updated_1,updated_2,updated_3,updated_4,updated_5,value
7532,Employment and earnings - Ongoing paid employment,,,,2024-07-04,,37.50,False,False,,https://interests-api.parliament.uk/api/v1/Interests/7532,Sojan Joseph,5247,6957,,Monetary,Weekly,2024-07-26,2024-07-26,Monthly,Apr07_25,,"Agreement - £5,868.08",,,,,False,,,,,,5868.08
7590,Employment and earnings - Ongoing paid employment,,,,2024-09-30,Contract terminated in September 2024.,15.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/7590,George Freeman,4020,7589,,Monetary,Monthly,2024-07-26,2024-07-26,Monthly,Apr07_25,2024-07-24,"Agreement starting 24 July 2024 - £4,000.00",,,,,False,2024-09-11,2024-10-15,,,,4000.00
6687,Employment and earnings - Ongoing paid employment,,,,2024-07-31,Estimated hours worked in month prior to end of employment on 4 July,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6687,Andy MacNae,5134,6685,Partial monthly salary to end of employment on 5 July 2024,Monetary,Monthly,2024-07-25,2024-07-25,Monthly,Apr07_25,,"Agreement - £1,476.92",,,,,False,,,,,,1476.92
6528,Employment and earnings - Ongoing paid employment,,,,2024-06-30,,96.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6528,Freddie van Mierlo,5296,6526,,Monetary,Monthly,2024-07-25,2024-07-25,Monthly,Apr07_25,,Agreement - £758.33,,,,,False,2024-10-01,,,,,758.33
7325,Employment and earnings - Ongoing paid employment,,,,2024-07-05,The number of hours varied but this is an average,350.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/7325,Rachel Taylor,5065,7324,,Monetary,Quarterly,2024-07-25,2024-07-25,Quarterly,Apr07_25,,"Agreement - £7,142.50",,Evans Derry Solicitors,133  Long Street Atherstone Warwickshire CV9 1AD,High Street Solicitors Practice,False,,,,,,7142.50
7485,Employment and earnings - Ongoing paid employment,,,,2024-07-19,Approximate,37.50,False,False,,https://interests-api.parliament.uk/api/v1/Interests/7485,Andrew Lewin,5061,7483,,Monetary,Weekly,2024-07-25,2024-07-25,Monthly,Apr07_25,,"Agreement - £6,179.66",,,,,False,,,,,,6179.66
6239,Employment and earnings - Ongoing paid employment,,,,,hours not specified,17.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6239,Mr Angus MacDonald,5362,6238,,Monetary,Weekly,2024-07-24,2024-07-24,Yearly,Apr07_25,,"Agreement - £21,345.00",,,,,False,,,,,,21345.00
7280,Employment and earnings - Ongoing paid employment,,,,2024-07-15,Hours worked are approximate.,15.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/7280,Connor Naismith,5273,7276,,Monetary,Weekly,2024-07-24,2024-07-24,Monthly,Apr07_25,2021-05-06,"Agreement starting 06 May 2021 - £1,063.69",,,,,False,2024-12-18,,,,,1063.69
7126,Employment and earnings - Ongoing paid employment,,,,2024-07-17,"The amount is for 5th-17th July, at which point I declined my allowance",160.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/7126,Claire Young,5140,7125,,Monetary,Monthly,2024-07-24,2024-07-24,Monthly,Apr07_25,,"Agreement - £1,405.32",,,,,False,,,,,,1405.32
7057,Employment and earnings - Ongoing paid employment,,,,2024-08-31,Estimated,24.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/7057,Mr Paul Foster,5074,6867,,Monetary,Weekly,2024-07-23,2024-07-23,Monthly,Apr07_25,,"Agreement - £2,261.26",,,,,False,,,,,,2261.26
6142,Employment and earnings - Ongoing paid employment,,,,2024-08-05,no additional hours since election,37.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6142,Sean Woodcock,5328,6141,,Monetary,Weekly,2024-07-23,2024-07-23,Monthly,Apr07_25,,"Agreement - £2,583.19",,,,,False,,,,,,2583.19
6778,Employment and earnings - Ongoing paid employment,,,,,Approximate,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6778,John Milne,5329,6777,,Monetary,Monthly,2024-07-23,2024-07-23,Yearly,Apr07_25,,"Agreement - £6,011.70",,,,,False,2024-09-12,,,,,6011.70
6023,Employment and earnings - Ongoing paid employment,,,,2024-07-19,,30.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6023,Natasha Irons,5119,6022,,Monetary,Weekly,2024-07-22,2024-07-22,Monthly,Apr07_25,,"Agreement - £2,713.23",,,,,False,,,,,,2713.23
6080,Employment and earnings - Ongoing paid employment,,,,,estimated,15.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6080,Luke Taylor,5103,6079,as a Councillor allowance,Monetary,Weekly,2024-07-22,2024-07-22,Monthly,Apr07_25,,"Agreement - £1,012.00",,,,,False,,,,,,1012.00
6784,Employment and earnings - Ongoing paid employment,,,,2024-07-19,,35.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6784,Graeme Downie,5275,6783,Final payment of salary from my own business,Monetary,Monthly,2024-07-22,2024-07-22,Monthly,Apr07_25,,"Agreement - £1,900.00",,,,,False,,,,,,1900.00
6081,Employment and earnings - Ongoing paid employment,,,,2024-07-31,estimated,10.00,False,False,Special Responsibility Allowance - Sutton Local Committee Chair,https://interests-api.parliament.uk/api/v1/Interests/6081,Luke Taylor,5103,6079,Chair of Sutton Local Committee Special Responsibility Allowance,Monetary,Weekly,2024-07-22,2024-07-22,Monthly,Apr07_25,2023-05-06,Agreement starting 06 May 2023 - £879.33,,,,,False,2024-10-27,,,,,879.33
6772,Employment and earnings - Ongoing paid employment,,,,2024-07-19,This is a councillor role and the hours are not set.,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6772,Matt Bishop,5323,6771,This is the final payment as I have relinquished my allowances since being elected this month.,Monetary,Monthly,2024-07-19,2024-07-19,Monthly,Apr07_25,2023-05-04,Agreement starting 04 May 2023 - £730.59,,,,,False,,,,,,730.59
6734,Employment and earnings - Ongoing paid employment,,,,2024-06-30,"I was paid for 2 days per week, hours are estimated.",16.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6734,Sir Ashley Fox,5101,6733,,Monetary,Weekly,2024-07-19,2024-07-19,Monthly,Apr07_25,,"Agreement - £1,080.00",,,,,False,,,,,,1080.00
6689,Employment and earnings - Ongoing paid employment,,,,2024-10-10,estimated,5.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6689,John Whitby,5342,6686,No longer receiving Council allowance,Monetary,Weekly,2024-07-19,2024-07-19,Yearly,Apr07_25,2024-09-25,"Agreement starting 25 September 2024 - £12,825.48",,,,,False,2024-10-03,2024-10-30,,,,12825.48
6112,Employment and earnings - Ongoing paid employment,,,,2024-08-24,,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6112,Shaun Davies,5041,6107,,Monetary,Weekly,2024-07-18,2024-07-18,Monthly,Apr07_25,2024-07-04,"Agreement starting 04 July 2024 - £1,028.00",,,,,False,2024-08-30,,,,,1028.00
6110,Employment and earnings - Ongoing paid employment,,,,2024-07-17,,25.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6110,Shaun Davies,5041,6107,Balance payment as Leader of Telford and Wrekin Council,Monetary,Weekly,2024-07-18,2024-07-18,Monthly,Apr07_25,2024-07-05,"Agreement starting 05 July 2024 - £1,319.38",,,,,False,2024-08-30,,,,,1319.38
6251,Employment and earnings - Ongoing paid employment,,,,2024-07-15,Hours worked are estimated.,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6251,Chris Hinchliff,5244,6249,,Monetary,Monthly,2024-07-18,2024-07-18,Monthly,Apr07_25,2024-07-05,"Agreement starting 05 July 2024 - £1,051.75",,,,,False,,,,,,1051.75
6461,Employment and earnings - Ongoing paid employment,,,,2024-07-17,,21.50,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6461,Mr Will Forster,5322,6457,,Monetary,Monthly,2024-07-16,2024-07-16,Monthly,Apr07_25,,"Agreement - £1,967.46",,,,,False,,,,,,1967.46
5622,Employment and earnings - Ongoing paid employment,,,,,,15.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/5622,Paul Holmes,4803,4860,(see additional information below),Monetary,Monthly,2024-05-07,2021-07-26,Yearly,Apr07_25,2021-07-01,Agreement starting 01 July 2021 - £0.00,,,,,False,2024-04-30,,,,,0.00
5423,Employment and earnings - Ongoing paid employment,,,,2024-07-25,Contract terminated in September 2024. No remuneration received after July 2024.,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/5423,George Freeman,4020,5421,(last received in July),Monetary,Monthly,2024-04-24,2024-04-23,Monthly,Apr07_25,2024-03-25,"Agreement starting 25 March 2024 - £1,500.00",,,,,False,2024-10-15,,,,,1500.00
5124,Employment and earnings - Ongoing paid employment,,,,2024-03-31,expected commitment,5.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/5124,Richard Fuller,3912,5123,,Monetary,Monthly,2024-04-15,2023-04-14,Yearly,Apr07_25,2023-04-01,"Agreement starting 01 April 2023 - £20,000.00",,,,,False,2024-04-15,2024-05-23,,,,20000.00
4971,Employment and earnings - Ongoing paid employment,,,,,,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/4971,Mark Pritchard,1576,4970,First payment received on 6 December 2023,Monetary,Monthly,2024-03-18,2024-01-03,Monthly,Apr07_25,2024-10-24,"Agreement starting 24 October 2024 - £9,000.00",,,,,False,,,,,,9000.00
5026,Employment and earnings - Ongoing paid employment,,,,2024-05-07,(up to 8 hours a week),8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/5026,Sir Jeremy Wright,1560,5025,,Monetary,Weekly,2024-03-18,2022-10-17,Monthly,Apr07_25,2022-10-06,"Agreement starting 06 October 2022 - £4,000.00",,,,,False,2023-10-25,2024-02-08,2024-05-15,,,4000.00
8908,Employment and earnings - Ongoing paid employment,,,,,,32.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/8908,Nigel Farage,5091,6852,,Monetary,Monthly,2024-08-04,2024-08-04,Monthly,Aug04_24,,"Agreement - £97,928.40",26352,,,,False,,,,,,97928.40
9958,Employment and earnings - Ongoing paid employment,,,,2024-09-11,,40.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/9958,Victoria Collins,5201,9956,Approx.,Monetary,Monthly,2024-08-04,2024-08-04,Monthly,Aug04_24,,"Agreement - £11,451.00",,,,,False,,,,,,11451.00
7639,Employment and earnings - Ongoing paid employment,,,,,(estimated hours),25.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/7639,Baggy Shanker,5176,7633,,Monetary,Weekly,2024-08-04,2024-08-02,Monthly,Aug04_24,,"Agreement - £3,126.23",,,,,False,,,,,,3126.23
9582,Employment and earnings - Ongoing paid employment,,,,,The hours worked vary with council business,30.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/9582,Martin Wrigley,5111,6538,,Monetary,Weekly,2024-08-02,2024-08-02,Monthly,Aug04_24,,"Agreement - £2,333.65",,,,,False,,,,,,2333.65
6157,Employment and earnings - Ongoing paid employment,,,,,estimated,20.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/6157,Alison Bennett,5283,6152,,Monetary,Monthly,2024-08-01,2024-08-01,Monthly,Aug04_24,,Agreement - £475.00,,,,,False,,,,,,475.00
4964,Employment and earnings - Ongoing paid employment,,,,2024-01-31,,12.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/4964,Mark Pritchard,1576,4963,,Monetary,Monthly,2024-03-18,2022-09-22,Monthly,Aug04_24,2022-08-26,"Agreement starting 26 August 2022 - £4,900.00",,,,,False,2022-12-02,2024-01-31,,,,4900.00
5406,Employment and earnings - Ongoing paid employment,,,,2023-02-28,,12.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/5406,Mark Pritchard,1576,4969,,Monetary,Monthly,2024-03-18,2023-02-27,Monthly,Aug04_24,2023-01-01,"Agreement starting 01 January 2023 - £3,900.00",,,,,False,2023-07-20,2024-01-31,,,,3900.00
4966,Employment and earnings - Ongoing paid employment,,,,2023-07-31,,12.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/4966,Mark Pritchard,1576,4965,,Monetary,Monthly,2024-03-18,2022-08-08,Monthly,Aug04_24,2022-09-01,"Agreement starting 01 September 2022 - £4,000.00",,,,,False,2023-08-16,,,,,4000.00
4848,Employment and earnings - Ongoing paid employment,,,,,(between 40 and 50 hrs),50.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/4848,Sir John Hayes,350,4847,"paid quarterly (previously £20,000)",Monetary,Yearly,2024-03-18,2018-06-28,Yearly,Aug04_24,2018-05-29,"Agreement starting 29 May 2018 - £30,000.00",,,,,False,2018-12-12,2019-07-25,2023-09-29,,,30000.00
11134,Employment and earnings - Ongoing paid employment,,,,,,16.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11134,Nigel Farage,5091,8909,,Monetary,Monthly,2024-11-05,2024-10-31,Monthly,Dec09_24,,"Agreement - £4,000.00",26352,,,,False,,,,,,4000.00
10593,Employment and earnings - Ongoing paid employment,,,,,variable hours according to council business,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10593,Martin Wrigley,5111,6538,,Monetary,Weekly,2024-08-30,2024-08-29,Monthly,Nov11_24,2024-09-01,"Agreement starting 01 September 2024 - £1,906.72",,,,,False,2024-09-26,,,,,1906.72
