id,summary,parent_interest_id,registered,published,updated_1,category,mnis_id,twfy_id,party,member,payment_received,received_date,job_title,payment_type,payment_description,value,hours_worked,hours_details,is_ultimate_payer_different,ultimate_payer_name,ultimate_payer_protected_by_confidentiality,ultimate_payer_address,ultimate_payer_nature_of_business,is_payment_donated,donatee_paid_by,donatee_type,donatee_details,link,category_code
14457,"Payment received on 14 January 2026 - £11,050.00",14243,2026-02-02,2026-02-02,,Employment and earnings - Ad hoc payments,1508,11541,conservative,Sir Geoffrey Cox,1,,,Monetary,,11050,13,For work undertaken between 1 and 31 December 2025,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14457,1.1
14458,"Payment received on 14 January 2026 - £7,500.00",4711,2026-02-02,2026-02-02,,Employment and earnings - Ad hoc payments,1508,11541,conservative,Sir Geoffrey Cox,1,,,Monetary,,7500,7.5,For work undertaken between 1 October and 31 December 2025,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14458,1.1
14456,"Payment received on 07 January 2026 - £1,131.00",5988,2026-01-31,2026-02-02,,Employment and earnings - Ad hoc payments,5067,26346,labour,Tony Vaughan,1,,,Monetary,all work carried out prior to July 2024,1131,3,approximate,1,confidential,0,confidential,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14456,1.1
14451,"Payment received on 16 January 2026 - £27,400.66",11826,2026-01-30,2026-02-02,,Employment and earnings - Ad hoc payments,4483,25428,conservative,Rishi Sunak,1,,,Monetary,"Part of a quarterly stipend to cover expenses, including travel, necessary to attend meetings and conferences.",27400.66,20,This payment is purely to cover expenses so not for hours worked,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14451,1.1
14460,Payment received on 29 January 2026 - £347.00,5336,2026-02-02,2026-02-02,,Employment and earnings - Ad hoc payments,4088,24949,labourco-operative,Ms Stella Creasy,1,,,Monetary,"Writing an article for the guardian, payment to be allocated to my staffing budget",347,2,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14460,1.1
14466,Payment received on 29 January 2026 - £850.00,14465,2026-02-02,2026-02-02,,Employment and earnings - Ad hoc payments,4651,25642,labour,Dan Carden,1,,,Monetary,Article published in the Mail on Sunday on 4th January 2026,850,4,,0,,0,,,1,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14466,1.1
14444,"Payment received on 29 January 2026 - £4,000.00",12266,2026-01-30,2026-01-30,,Employment and earnings - Ad hoc payments,4095,24916,conservative,Steve Barclay,1,,,Monetary,,4000,10.5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14444,1.1
14445,Payment received on 06 March 2025 - £296.68,5336,2026-01-30,2026-01-30,,Employment and earnings - Ad hoc payments,4088,24949,labourco-operative,Ms Stella Creasy,1,,,Monetary,"Writing an article, payment to be allocated to my staffing budget",296.68,2,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14445,1.1
14337,Payment received on 27 November 2025 - £150.00,5336,2026-01-30,2026-01-30,,Employment and earnings - Ad hoc payments,4088,24949,labourco-operative,Ms Stella Creasy,1,,,Monetary,"for an article written in November 2025, payment to be allocated to my staffing budget",150,2,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14337,1.1
14428,Payment received on 16 January 2026 - £650.00,12101,2026-01-27,2026-01-28,,Employment and earnings - Ad hoc payments,146,10220,labour,Barry Gardiner,1,,,Monetary,,650,20,Estimated as time required for research and travel,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14428,1.1
14429,"Payment received on 22 January 2026 - £1,000.00",12619,2026-01-27,2026-01-28,,Employment and earnings - Ad hoc payments,146,10220,labour,Barry Gardiner,1,,,Monetary,,1000,40,estimated includes preparation for seminar and speeches,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14429,1.1
14432,"Payment received on 28 January 2026 - £1,573.00",6053,2026-01-28,2026-01-28,,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,176,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14432,1.1
14409,"Payment received on 23 January 2026 - £1,273.85",11698,2026-01-26,2026-01-27,,Employment and earnings - Ad hoc payments,5360,26632,labour,David Pinto-Duschinsky,1,,,Monetary,,1273.85,0,"This is a payment in respect to my previous employment. It is an amount owing from my employment as an EY Partner, which ended in May 2024 prior to my election",0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14409,1.1
14413,Payment received on 21 January 2026 - £504.14,9226,2026-01-26,2026-01-27,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,504.14,4,This is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14413,1.1
14414,Payment received on 07 January 2026 - £794.78,9226,2026-01-26,2026-01-27,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,794.78,4,This is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14414,1.1
14426,Payment received on 15 January 2026 - £320.00,14425,2026-01-27,2026-01-27,,Employment and earnings - Ad hoc payments,152,10180,conservative,Sir Iain Duncan Smith,1,,,Monetary,,320,8,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14426,1.1
14398,Payment received on 21 January 2026 - £137.92,11502,2026-01-23,2026-01-26,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,137.92,9,Hours: 9 hrs. This is an estimated amount of hours.,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14398,1.1
14390,"Payment received on 12 January 2026 - £10,000.00",11622,2026-01-22,2026-01-23,,Employment and earnings - Ad hoc payments,4441,25323,conservative,Sir Oliver Dowden,1,,,Monetary,,10000,20,Up to two days per month,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14390,1.1
14379,Payment received on 31 December 2025 - £430.56,13468,2026-01-21,2026-01-22,,Employment and earnings - Ad hoc payments,5198,26445,liberal-democrat,Chris Coghlan,1,,,Monetary,Army Reservist pay,430.56,25,Estimated,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14379,1.1
14316,"Payment received on 02 January 2026 - £35,000.00",12767,2026-01-19,2026-01-19,,Employment and earnings - Ad hoc payments,4441,25323,conservative,Sir Oliver Dowden,1,,,Monetary,,35000,56,7 days,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14316,1.1
14343,Payment received on 15 January 2026 - £760.00,14342,2026-01-16,2026-01-16,,Employment and earnings - Ad hoc payments,4107,24785,conservative,Dame Harriett Baldwin,1,,,Monetary,The whole payment was donated to a charity in my constituency,760,2,,0,,0,,,1,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14343,1.1
14334,Payment received on 14 January 2026 - £489.20,11729,2026-01-15,2026-01-15,,Employment and earnings - Ad hoc payments,4118,24961,conservative,Sir Julian Smith,1,,,Monetary,Payment received for expenses incurred in December 2025,489.2,0,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14334,1.1
14335,"Payment received on 17 December 2025 - £1,049.41",11729,2026-01-15,2026-01-15,,Employment and earnings - Ad hoc payments,4118,24961,conservative,Sir Julian Smith,1,,,In kind,Travel paid for a trip to Bern December 2025,1049.41,0,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14335,1.1
14326,Payment received on 23 December 2025 - £750.00,10669,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,Writing an article,Monetary,for writing an article for the LBC website/app,750,3,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14326,1.1
14327,Payment received on 23 December 2025 - £750.00,10930,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,,Monetary,Article,750,3,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14327,1.1
14323,Payment received on 24 December 2025 - £125.23,11502,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,125.23,6,Hours: 6 hrs. This is an estimated amount of hours.,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14323,1.1
14324,Payment received on 07 January 2026 - £96.57,11502,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,96.56999999999999,5,Hours: 5 hrs. This is an estimated amount of hours.,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14324,1.1
14328,"Payment received on 07 January 2026 - £3,000.00",10930,2026-01-13,2026-01-13,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,,Monetary,articles,3000,12,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14328,1.1
14291,Payment received on 08 January 2026 - £700.00,6031,2026-01-08,2026-01-09,,Employment and earnings - Ad hoc payments,5197,26437,conservative,Dr Neil Shastri-Hurst,1,,,Monetary,,700,3.5,Approximate number of hours worked,1,Blythe Liggins LLP,0,"Edmund House, Rugby Road, Leamington Spa, Warwickshire CV32 6EL",Solicitor,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14291,1.1
14292,"Payment received on 08 January 2026 - £1,850.25",11413,2026-01-08,2026-01-09,,Employment and earnings - Ad hoc payments,5158,26361,independent,Rupert Lowe,1,,,Monetary,,1850.25,5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14292,1.1
14287,"Payment received on 23 December 2025 - £4,000.00",12266,2026-01-07,2026-01-07,,Employment and earnings - Ad hoc payments,4095,24916,conservative,Steve Barclay,1,,,Monetary,,4000,10.5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14287,1.1
14279,"Payment received on 05 January 2026 - £1,489.80",14278,2026-01-06,2026-01-06,,Employment and earnings - Ad hoc payments,4523,25328,labour,Catherine West,1,,,Monetary,,1489.8,4,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14279,1.1
14274,"Payment received on 15 December 2025 - £1,000.00",12101,2026-01-06,2026-01-06,,Employment and earnings - Ad hoc payments,146,10220,labour,Barry Gardiner,1,,,Monetary,,1000,35,estimated research time and travel,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14274,1.1
14277,"Payment received on 06 January 2026 - £2,166.66",4308,2026-01-06,2026-01-06,,Employment and earnings - Ad hoc payments,4084,24882,conservative,Esther McVey,1,,,Monetary,For four full page columns in the Daily Express.,2166.66,12,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14277,1.1
14275,"Payment received on 24 December 2025 - £1,000.00",12619,2026-01-06,2026-01-06,,Employment and earnings - Ad hoc payments,146,10220,labour,Barry Gardiner,1,,,Monetary,,1000,30,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14275,1.1
14260,"Payment received on 10 December 2025 - £1,367.55",9226,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,1367.55,20,This is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14260,1.1
14262,Payment received on 24 December 2025 - £128.67,10624,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,128.67,1,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14262,1.1
14261,Payment received on 10 December 2025 - £74.73,9226,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,74.73,1,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14261,1.1
14247,"Payment received on 19 December 2025 - £37,246.80",6852,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,37246.8,12,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14247,1.1
14252,"Payment received on 26 December 2025 - £1,573.00",6053,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5357,26631,independent,Ayoub Khan,1,,,Monetary,,1573,184,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14252,1.1
14256,Payment received on 19 December 2025 - £250.00,11767,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4462,25374,conservative,Tom Tugendhat,1,,,Monetary,Writing an article,250,2,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14256,1.1
14258,Payment received on 22 December 2025 - £500.00,11719,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4462,25374,conservative,Tom Tugendhat,1,,,Monetary,,500,3,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14258,1.1
14246,"Payment received on 19 December 2025 - £5,950.00",12649,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4366,25376,conservative,Sir James Cleverly,1,,,Monetary,,5950,8,preparation and speech work,1,Propertydrum Ltd,0,"18, Church Street, Epsom KT17 4QD",a media and events platform serving UK property agency,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14246,1.1
14255,Payment received on 19 December 2025 - £250.00,11767,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4462,25374,conservative,Tom Tugendhat,1,,,Monetary,,250,2,Approximate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14255,1.1
14257,Payment received on 19 December 2025 - £250.00,11767,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,4462,25374,conservative,Tom Tugendhat,1,,,Monetary,,250,2,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14257,1.1
14263,Payment received on 24 December 2025 - £420.96,9226,2026-01-05,2026-01-05,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,1,,,Monetary,,420.96,4,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14263,1.1
14244,"Payment received on 14 December 2025 - £11,050.00",14243,2025-12-31,2025-12-31,,Employment and earnings - Ad hoc payments,1508,11541,conservative,Sir Geoffrey Cox,1,,,Monetary,,11050,13,For work undertaken between 1 and 30 November 2025,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14244,1.1
14242,"Payment received on 14 December 2025 - £47,500.00",4711,2025-12-31,2025-12-31,,Employment and earnings - Ad hoc payments,1508,11541,conservative,Sir Geoffrey Cox,1,,,Monetary,,47500,40,For work undertaken between 1 July and 30 November 2025,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14242,1.1
14237,Payment received on 18 November 2025 - £216.53,7406,2025-12-30,2025-12-30,,Employment and earnings - Ad hoc payments,5254,26523,labour,Alison Hume,1,,,Monetary,Digital residual payments,216.53,0,Residual payment,1,ALCS,0,"6th Floor, International House, 1 St Katharine's Way, London E1W 1UN.",,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14237,1.1
14217,"Payment received on 12 December 2025 - £5,000.00",14216,2025-12-29,2025-12-29,,Employment and earnings - Ad hoc payments,4020,24817,conservative,George Freeman,1,,,Monetary,,5000,2,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14217,1.1
14220,"Payment received on 01 December 2025 - £2,166.66",4308,2025-12-23,2025-12-23,,Employment and earnings - Ad hoc payments,4084,24882,conservative,Esther McVey,1,,,Monetary,For four full page columns in the Daily Express.,2166.66,12,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14220,1.1
12540,"Payment received on 02 June 2025 - £2,000.00",4836,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,4074,24824,conservative,Mark Garnier,1,,,Monetary,One day additional work for Super Sharp Space Systems as non executive director,2000,10,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/12540,1.1
14198,"Payment received on 15 December 2025 - £10,000.00",11622,2025-12-20,2025-12-22,,Employment and earnings - Ad hoc payments,4441,25323,conservative,Sir Oliver Dowden,1,,,Monetary,,10000,20,up to two days per month,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14198,1.1
14201,"Payment received on 01 December 2025 - £11,050.00",13132,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,1508,11541,conservative,Sir Geoffrey Cox,1,,,Monetary,,11050,13,For work undertaken between 1 and 31 October 2025,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14201,1.1
14203,"Payment received on 01 December 2025 - £27,500.00",14202,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,1508,11541,conservative,Sir Geoffrey Cox,1,,,Monetary,,27500,22,For work undertaken between 1 September and 30 November 2025,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14203,1.1
14206,"Payment received on 17 December 2025 - £2,462.56",5988,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,5067,26346,labour,Tony Vaughan,1,,,Monetary,All work carried out prior to July 2024,2462.56,8,approximate hours worked,1,confidential,0,confidential,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14206,1.1
14209,Payment received on 10 December 2025 - £143.65,11502,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,143.65,8,Hours worked: This is an estimated amount of hours,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14209,1.1
6350,"Payment received on 24 May 2024 - £15,000.00",4833,2025-12-22,2025-12-22,,Employment and earnings - Ad hoc payments,4074,24824,conservative,Mark Garnier,1,,,Monetary,,15000,0,No additional hours. (This is in relation to an outstanding payment owed since 31 August 2023.),0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/6350,1.1
14183,"Payment received on 11 December 2025 - £3,200.00",12175,2025-12-19,2025-12-19,,Employment and earnings - Ad hoc payments,4462,25374,conservative,Tom Tugendhat,1,,,Monetary,Speaking at a conference event for Defaqto on 27 November 2025.,3200,7,"(estimated), including travel and preparation time",1,Defaqto,0,"12 Haddenham Business Park, Haddenham HP17 8LJ",,1,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14183,1.1
14189,Payment received on 12 December 2025 - £850.00,4321,2025-12-19,2025-12-19,,Employment and earnings - Ad hoc payments,4084,24882,conservative,Esther McVey,1,,,Monetary,For four shows.,850,8,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14189,1.1
14162,Payment expected for services on 17 December 2025 - £150.00,3818,2025-12-17,2025-12-17,,Employment and earnings - Ad hoc payments,4110,24725,conservative,Dame Karen Bradley,0,,,Monetary,for a meeting,150,1,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14162,1.1
14133,"Payment expected for services on 14 December 2025 - £3,000.00",9814,2025-12-14,2025-12-15,,Employment and earnings - Ad hoc payments,5116,26367,labour,Chris McDonald,0,,,Monetary,,3000,42,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14133,1.1
14132,Payment received on 08 December 2025 - £385.51,11729,2025-12-15,2025-12-15,,Employment and earnings - Ad hoc payments,4118,24961,conservative,Sir Julian Smith,1,,,Monetary,"Incidental expenses reimbursment, incurred end Oct- Nov 2025",385.51,0,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14132,1.1
14141,Payment received on 05 December 2025 - £300.00,12134,2025-12-15,2025-12-15,,Employment and earnings - Ad hoc payments,4938,26061,labour,Paulette Hamilton,1,,,Monetary,,300,5,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14141,1.1
14128,Payment received on 13 November 2025 - £143.65,11502,2025-12-11,2025-12-12,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,143.65,7,This is an estimated amount of hours,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14128,1.1
14126,"Payment received on 08 December 2025 - £1,800.00",11466,2025-12-11,2025-12-11,,Employment and earnings - Ad hoc payments,5102,26379,green,Carla Denyer,1,,,Monetary,Fee for three appearances on Christmas University Challenge. Payment to be donated to charity,1800,10,Estimated hours,0,,0,,,1,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/14126,1.1
14121,"Payment expected for services on 10 December 2025 - £37,246.80",6852,2025-12-10,2025-12-11,,Employment and earnings - Ad hoc payments,5091,26352,reform,Nigel Farage,0,,,Monetary,Date given is the date the invoice was submitted for payment,37246.8,12,This number is an estimate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14121,1.1
14117,Payment expected for services on 08 December 2025 - £100.00,12296,2025-12-10,2025-12-10,2026-01-22,Employment and earnings - Ad hoc payments,4500,25356,labour,Clive Lewis,0,,,Monetary,Payment for one article,100,1,Approximate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14117,1.1
14118,Payment expected for services on 10 December 2025 - £100.00,12296,2025-12-10,2025-12-10,2026-01-22,Employment and earnings - Ad hoc payments,4500,25356,labour,Clive Lewis,0,,,Monetary,One article written,100,1,Approximate,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14118,1.1
14114,"Payment received on 05 December 2025 - £6,800.00",12649,2025-12-10,2025-12-10,,Employment and earnings - Ad hoc payments,4366,25376,conservative,Sir James Cleverly,1,,,Monetary,,6800,7,approximate hours including preparation and speech delivery,1,Marketing in Partnership Ltd,0,"New London House, 172 Drury Lane, London WC2B 5QR",Marketing and events communications agency specialising in Financial Services,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14114,1.1
14113,Payment received on 09 December 2025 - £250.00,3680,2025-12-10,2025-12-10,,Employment and earnings - Ad hoc payments,152,10180,conservative,Sir Iain Duncan Smith,1,,,Monetary,Written article published on 18 November 2025,250,4,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14113,1.1
14115,"Payment received on 09 December 2025 - £3,000.00",10930,2025-12-10,2025-12-10,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,,Monetary,Writing articles,3000,12,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14115,1.1
14116,Payment received on 25 November 2025 - £750.00,10669,2025-12-10,2025-12-10,,Employment and earnings - Ad hoc payments,4475,25272,reform,Suella Braverman,1,,Writing an article (not presenting a show),Monetary,Writing an article,750,3,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14116,1.1
14108,"Payment received on 25 July 2024 - £1,530.67",7046,2025-12-09,2025-12-09,,Employment and earnings - Ad hoc payments,5085,26454,plaid-cymru,Llinos Medi,1,,,Monetary,,1530.67,50,Hours are approximate - closure of role as Leader of Council and Councillor casework,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14108,1.1
14095,Payment received on 05 December 2025 - £300.00,11234,2025-12-08,2025-12-08,,Employment and earnings - Ad hoc payments,4480,25308,labour,Carolyn Harris,1,,,Monetary,,300,7,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14095,1.1
14080,"Payment received on 10 January 2025 - £2,562.50",9605,2025-12-05,2025-12-05,,Employment and earnings - Ad hoc payments,5204,26438,labour,Sarah Sackman,1,,,Monetary,14 Greenaway Gardens [Planning Advice],2562.5,13,Estimated,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14080,1.1
14081,"Payment received on 02 December 2025 - £2,386.45",14079,2025-12-05,2025-12-05,2025-12-09,Employment and earnings - Ad hoc payments,5219,26398,liberal-democrat,Mike Martin,1,,,Monetary,,2386.45,0,Book Royalties so hours worked not applicable,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14081,1.1
14022,"Payment received on 17 November 2025 - £15,000.00",11294,2025-12-04,2025-12-04,,Employment and earnings - Ad hoc payments,4441,25323,conservative,Sir Oliver Dowden,1,,,Monetary,,15000,30,up to one day per month for a three month period,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14022,1.1
14066,Payment received on 28 November 2025 - £530.82,13468,2025-12-03,2025-12-03,,Employment and earnings - Ad hoc payments,5198,26445,liberal-democrat,Chris Coghlan,1,,,Monetary,Army Reservist pay,530.8200000000001,32,Estimated,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14066,1.1
14053,Payment received on 26 November 2025 - £113.05,11502,2025-12-03,2025-12-03,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,113.05,5,This is an estimated amount of hours,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14053,1.1
14055,"Payment received on 26 November 2025 - £128,536.66",12316,2025-12-03,2025-12-03,,Employment and earnings - Ad hoc payments,4483,25428,conservative,Rishi Sunak,1,,,Monetary,,128536.66,5,,1,Sportico Media LLC,0,"Sportico Media, LLC. 11175 Santa Monica Blvd Los Angeles, CA 90025",,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14055,1.1
14050,"Payment received on 10 November 2025 - £2,500.00",14049,2025-12-03,2025-12-03,,Employment and earnings - Ad hoc payments,1489,11447,labour,Dawn Butler,1,,,Monetary,Speaking engagement at a Black History Month Event,2500,4,,0,,0,,,1,Donated by the Member to the recipient,Other,Jamaica Hurricane Melissa Relief Fund,https://interests-api.parliament.uk/api/v1/Interests/14050,1.1
14056,"Payment received on 24 November 2025 - £13,984.52",11826,2025-12-03,2025-12-03,,Employment and earnings - Ad hoc payments,4483,25428,conservative,Rishi Sunak,1,,,Monetary,"Part payment of the quarterly stipend to cover expenses, including travel, necessary to attend meetings and conferences.",13984.52,10,"This payment is purely to cover expenses, so not for hours worked",0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14056,1.1
14054,Payment received on 13 November 2025 - £132.66,11502,2025-12-03,2025-12-03,,Employment and earnings - Ad hoc payments,4743,25894,reform,Lee Anderson,1,,,Monetary,,132.66,5,This is an estimated amount of hours,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14054,1.1
14002,Payment received on 25 November 2025 - £418.78,13302,2025-12-03,2025-12-03,,Employment and earnings - Ad hoc payments,5239,26585,liberal-democrat,Sarah Gibson,1,,,Monetary,,418.78,15.8,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14002,1.1
14021,"Payment received on 17 November 2025 - £10,000.00",11622,2025-12-01,2025-12-01,,Employment and earnings - Ad hoc payments,4441,25323,conservative,Sir Oliver Dowden,1,,,Monetary,,10000,20,up to two days per month,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14021,1.1
13729,"Payment expected for services on 26 November 2025 - £1,000.00",13728,2025-12-01,2025-12-01,,Employment and earnings - Ad hoc payments,1560,11791,conservative,Sir Jeremy Wright,0,,Speaking Engagement,Monetary,,1000,3,,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/13729,1.1
14007,"Payment received on 06 November 2025 - £6,000.00",14006,2025-11-28,2025-12-01,,Employment and earnings - Ad hoc payments,4780,25851,conservative,Laura Trott,1,,,Monetary,,6000,8,Speaking Engagement,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14007,1.1
14032,"Payment received on 27 November 2025 - £1,000.00",12619,2025-12-01,2025-12-01,,Employment and earnings - Ad hoc payments,146,10220,labour,Barry Gardiner,1,,,Monetary,,1000,25,estimated,0,,0,,,0,,,,https://interests-api.parliament.uk/api/v1/Interests/14032,1.1
