id,category,end_date,has_sought_acoba_advice,is_paid_as_director_of_payer,is_until_further_notice,job_title,link,member,mnis_id,parent_interest_id,payer_is_private_individual,payer_name,payer_nature_of_business,payer_public_address,published,registered,source_archive,start_date,summary,twfy_id,updated_1,updated_2,updated_3,updated_4,updated_5,updated_6,updated_7
10792,Employment and earnings,2024-10-11,,False,True,Councillor,https://interests-api.parliament.uk/api/v1/Interests/10792,Sarah Dyke,4995,,False,Somerset Council,,"County Hall, Taunton TA1 4DY",2024-09-23,2023-08-17,Apr07_25,,Councillor - Somerset Council,,2025-01-30,,,,,,
10714,Employment and earnings,,,False,False,Narration,https://interests-api.parliament.uk/api/v1/Interests/10714,Ms Diane Abbott,172,,False,"Penguin Audio via Blake Friedmann Literary, TV & Film Agency Ltd",,"Ground Floor, 15 Highbury Place, London N5 1QP",2024-09-16,2024-09-16,Apr07_25,2024-09-10,"Narration - Penguin Audio via Blake Friedmann Literary, TV & Film Agency Ltd",,,,,,,,
10717,Employment and earnings,2024-07-07,,False,True,Programme Manager,https://interests-api.parliament.uk/api/v1/Interests/10717,Irene Campbell,5145,,False,NHS Ayrshire and Arran,,"University Hospital Crosshouse, Kilmarnock KA2 0BE",2024-09-16,2024-09-16,Apr07_25,,Programme Manager - NHS Ayrshire and Arran,,,,,,,,
10708,Employment and earnings,2024-05-02,,False,True,Councillor,https://interests-api.parliament.uk/api/v1/Interests/10708,Sarah Hall,5154,,False,Warrington Borough Council,Council,"Warrington Borough Council, Sankey Street, Warrington",2024-09-16,2024-09-16,Apr07_25,,Councillor - Warrington Borough Council,,,,,,,,
6799,Employment and earnings,2024-09-04,,False,True,Councillor,https://interests-api.parliament.uk/api/v1/Interests/6799,Martin McCluskey,5129,,False,Inverclyde Council,,"Municipal Buildings, 24 Clyde Sq, Greenock PA15 1LY",2024-09-10,2024-07-23,Apr07_25,,Councillor - Inverclyde Council,,2024-09-04,,,,,,
6131,Employment and earnings,2024-07-31,,False,True,Lead Member in Local Government,https://interests-api.parliament.uk/api/v1/Interests/6131,Vikki Slade,5327,,False,Local Government Association,,"LGA House, Smith Square, London SW1P 3HZ",2024-09-02,2024-07-11,Apr07_25,,Lead Member in Local Government - Local Government Association,,2024-09-06,,,,,,
10561,Employment and earnings,2024-07-04,,False,True,Polling Consultant,https://interests-api.parliament.uk/api/v1/Interests/10561,Chris Curtis,5118,,False,Labour Party,,"20 Rushworth St, London SE1 0SS",2024-09-02,2024-08-27,Apr07_25,2024-01-01,Polling Consultant - Labour Party,,,,,,,,
6102,Employment and earnings,2024-08-13,,False,True,Local Government Councillor,https://interests-api.parliament.uk/api/v1/Interests/6102,Graham Leadbitter,5277,,False,The Moray Council,,"High Street, Elgin IV30 1BX",2024-09-02,2024-07-11,Apr07_25,,Local Government Councillor - The Moray Council,,2024-08-20,,,,,,
7978,Employment and earnings,2024-08-23,,False,True,Councillor,https://interests-api.parliament.uk/api/v1/Interests/7978,Callum Anderson,5193,,False,Ealing Council,,"Perceval House, 14-16 Uxbridge Road, London W5 2HL",2024-09-02,2024-08-03,Apr07_25,2022-06-06,Councillor - Ealing Council,,2024-08-23,,,,,,
8348,Employment and earnings,2024-07-06,,False,True,Director of Diplomatic and International Relations,https://interests-api.parliament.uk/api/v1/Interests/8348,Uma Kumaran,5278,,False,C40 Cities,C40 cities climate leadership group,"C40 Cities, 3 Queen Victoria Street London EC4N 4TQ",2024-08-04,2024-08-02,Apr07_25,,Director of Diplomatic and International Relations - C40 Cities,,,,,,,,
9001,Employment and earnings,2024-07-05,,False,True,"Chartered Rural Surveyor, Associate",https://interests-api.parliament.uk/api/v1/Interests/9001,Harriet Cross,5311,,False,Copewell Ltd,Property Consultancy,Bidwell House Trumpington Road Cambridge CB2 9LD,2024-08-04,2024-08-02,Apr07_25,,"Chartered Rural Surveyor, Associate - Copewell Ltd",,,,,,,,
9009,Employment and earnings,2024-05-10,,False,True,Self-employed barrister,https://interests-api.parliament.uk/api/v1/Interests/9009,Sarah Sackman,5204,,False,Anonymous Donor Trust,A small charity who focuses on activities and issues connected to Richmond Park,"104 Richmond Hill, Richmond TW10 6RJ",2024-08-04,2024-08-01,Apr07_25,,Self-employed barrister - Anonymous Donor Trust,,,,,,,,
9069,Employment and earnings,,False,False,False,District Councillor,https://interests-api.parliament.uk/api/v1/Interests/9069,James Naish,5047,,False,Bassetlaw District Council,Local government administration,"Town Hall Queens Buildings, Potter Street, Worksop S80 2AH",2024-08-04,2024-08-01,Apr07_25,,District Councillor - Bassetlaw District Council,,,,,,,,
10153,Employment and earnings,2024-05-20,,False,True,Public Affairs Manager,https://interests-api.parliament.uk/api/v1/Interests/10153,Kirith Entwistle,5095,,False,Wavelength,Charity,"47-51 Norfolk Street, Cambridge CB12LD",2024-08-04,2024-08-04,Apr07_25,,Public Affairs Manager - Wavelength,,,,,,,,
9627,Employment and earnings,2024-05-24,,False,True,Self-employment barrister,https://interests-api.parliament.uk/api/v1/Interests/9627,Sarah Sackman,5204,,False,St Mary's Catholic Primary School,,"St Mary's Catholic Primary School, Station Road, Chingford London, E4 7BJ",2024-08-04,2024-08-03,Apr07_25,,Self-employment barrister - St Mary's Catholic Primary School,,,,,,,,
9699,Employment and earnings,2024-07-05,,False,True,Local Government Council Review Team - Peer Reviewer,https://interests-api.parliament.uk/api/v1/Interests/9699,Dr Beccy Cooper,5307,,False,Local Government Association (LGA),,"18 Smith Square, Westminster SW1P 3HZ",2024-08-04,2024-08-02,Apr07_25,,Local Government Council Review Team - Peer Reviewer - Local Government Association (LGA),,,,,,,,
8538,Employment and earnings,,,False,False,Television appearance,https://interests-api.parliament.uk/api/v1/Interests/8538,Barry Gardiner,146,,False,Middlesex Broadcasting Corporation,Broadcasting Corporation,"1 Stanley House, Stanley Avenue, Wembley HA0 4JB",2024-08-04,2024-07-31,Apr07_25,,Television appearance - Middlesex Broadcasting Corporation,,,,,,,,
9849,Employment and earnings,2024-07-05,,False,True,Employee,https://interests-api.parliament.uk/api/v1/Interests/9849,Callum Anderson,5193,,False,LSEG plc,,"10 Paternoster Square, London, EC4M 7LS",2024-08-04,2024-08-03,Apr07_25,,Employee - LSEG plc,,,,,,,,
8839,Employment and earnings,2024-03-22,,False,True,Work as consultant delivering international aid programmes.,https://interests-api.parliament.uk/api/v1/Interests/8839,Blair McDougall,5076,,False,"East West Management Institute, Georgia.",Organisation for managing and delivering governance and development aid.,"PQ5V+6HF, Kote Marjanishvili St, Tbilisi, Georgia.",2024-08-04,2024-08-01,Apr07_25,2024-03-17,"Work as consultant delivering international aid programmes. - East West Management Institute, Georgia.",,,,,,,,
7973,Employment and earnings,2024-07-05,,False,True,Head of Policy and Public Affairs,https://interests-api.parliament.uk/api/v1/Interests/7973,Dan Aldridge,5172,,False,"BCS, the Chartered Institute for IT",A Chartered Institute and professional body,3 Newbridge Square Swindon SN1 1BY,2024-08-04,2024-07-29,Apr07_25,,"Head of Policy and Public Affairs - BCS, the Chartered Institute for IT",,,,,,,,
9041,Employment and earnings,,,False,False,Councillor (Ward 8),https://interests-api.parliament.uk/api/v1/Interests/9041,Dr Scott Arthur,5212,,False,City of Edinburgh Council,Local Government,"High Street, Edinburgh, EH1 1YJ.",2024-08-04,2024-08-02,Apr07_25,,Councillor (Ward 8) - City of Edinburgh Council,,,,,,,,
9344,Employment and earnings,2024-07-05,,False,True,Senior Fellow,https://interests-api.parliament.uk/api/v1/Interests/9344,Patrick Spencer,5303,,False,Centre for Social Justice,Think Tank,"Kings Building, Smith Square, SW1P 3HQ",2024-08-04,2024-08-02,Apr07_25,,Senior Fellow - Centre for Social Justice,,,,,,,,
6002,Employment and earnings,2024-07-04,,False,True,Strategy Consultant,https://interests-api.parliament.uk/api/v1/Interests/6002,Chris McDonald,5116,,False,Materials Processing Institute,Research and innovation organisation,"Eston Road, Middlesbrough TS6 6US",2024-08-04,2024-07-10,Apr07_25,,Strategy Consultant - Materials Processing Institute,,,,,,,,
8456,Employment and earnings,,,False,False,Journalism,https://interests-api.parliament.uk/api/v1/Interests/8456,Torcuil Crichton,5246,,False,National World/Stornoway Gazette,Newspaper,"Seaforth Road, Stornoway, Isle of Lewis HS1",2024-08-04,2024-07-31,Apr07_25,,Journalism - National World/Stornoway Gazette,,,,,,,,
7268,Employment and earnings,2024-07-05,,False,True,Employee,https://interests-api.parliament.uk/api/v1/Interests/7268,Connor Naismith,5273,,False,Independent Office for Police Conduct,Non-Departmental Public Body,"PO Box 473, Sale, M33 0BW",2024-08-04,2024-07-24,Apr07_25,,Employee - Independent Office for Police Conduct,,,,,,,,
7848,Employment and earnings,2024-07-04,,False,True,Councillor,https://interests-api.parliament.uk/api/v1/Interests/7848,Mrs Elsie Blundell,5084,,False,Rochdale Borough Council,,"Number One Riverside, Smith St, Rochdale OL16 1XU",2024-08-04,2024-07-29,Apr07_25,,Councillor - Rochdale Borough Council,,,,,,,,
8004,Employment and earnings,2024-07-04,,False,True,Employee,https://interests-api.parliament.uk/api/v1/Interests/8004,Tracy Gilbert,5188,,False,USDAW,Trade Union,Voyager Building 2 Furness Quay Salford Quays Manchester M50 3XZ,2024-08-04,2024-07-29,Apr07_25,,Employee - USDAW,,,,,,,,
8627,Employment and earnings,2024-07-30,,False,True,Councillor at Southampton City Council,https://interests-api.parliament.uk/api/v1/Interests/8627,Satvir Kaur,5271,,False,Southampton City Council,,"Southampton City Council, Civic Centre, Civic Road SO14 7LY",2024-08-04,2024-08-02,Apr07_25,,Councillor at Southampton City Council - Southampton City Council,,,,,,,,
9524,Employment and earnings,,,False,False,Presenting a radio show,https://interests-api.parliament.uk/api/v1/Interests/9524,Alicia Kearns,4805,,False,LBC Radio Ltd,,"30 Leicester Square, London WC2H 7LA",2024-08-04,2024-08-02,Apr07_25,,Presenting a radio show - LBC Radio Ltd,,,,,,,,
9624,Employment and earnings,2024-02-06,,False,True,Self-employed barrister,https://interests-api.parliament.uk/api/v1/Interests/9624,Sarah Sackman,5204,,False,Coventry University,,"Coventry University, Priory Street Town Centre, Coventry CV1 5FB",2024-08-04,2024-08-03,Apr07_25,,Self-employed barrister - Coventry University,,,,,,,,
8072,Employment and earnings,,,False,False,Councillor,https://interests-api.parliament.uk/api/v1/Interests/8072,Mark Sewards,5166,,False,Leeds City Council,,"Calverley Street, Leeds LS1 1UR",2024-08-04,2024-07-29,Apr07_25,,Councillor - Leeds City Council,,,,,,,,
7715,Employment and earnings,2024-07-05,,False,True,CCO,https://interests-api.parliament.uk/api/v1/Interests/7715,Steve Yemm,5194,,False,Optibrium Ltd.,Software Company,"F10-13 Blenheim House, Cambridge Innovation Park, Denny End Road, Waterbeach, Cambridge CB25 9GL",2024-08-04,2024-07-29,Apr07_25,,CCO - Optibrium Ltd.,,,,,,,,
8350,Employment and earnings,2025-03-10,,False,True,Councillor,https://interests-api.parliament.uk/api/v1/Interests/8350,Terry Jermy,5338,,False,Breckland Council,,"Elizabeth House, Walpole Loke, Dereham, Norfolk NR19 1EE",2024-08-04,2024-07-31,Apr07_25,,Councillor - Breckland Council,,2025-03-12,,,,,,
9012,Employment and earnings,2024-07-05,,False,True,Employee,https://interests-api.parliament.uk/api/v1/Interests/9012,Helena Dollimore,5192,,False,Unilever UK,,"100 Victoria Embankment, London",2024-08-04,2024-08-01,Apr07_25,,Employee - Unilever UK,,,,,,,,
9829,Employment and earnings,2024-12-18,,True,True,Non-executive director,https://interests-api.parliament.uk/api/v1/Interests/9829,Shaun Davies,5041,,False,Wrekin Housing Group,Registered Social Landlord,"Colliers Way, Old Park, Telford TF3 4AW",2024-08-04,2024-08-03,Apr07_25,,Non-executive director - Wrekin Housing Group,,2024-12-16,,,,,,
8523,Employment and earnings,2024-07-22,,False,True,Director of Operations,https://interests-api.parliament.uk/api/v1/Interests/8523,Tim Roca,5287,,False,University of Westminster,,"309 Regent Street, London W1B 2HW",2024-08-04,2024-08-03,Apr07_25,,Director of Operations - University of Westminster,,,,,,,,
8772,Employment and earnings,,,False,False,Employee,https://interests-api.parliament.uk/api/v1/Interests/8772,Gregory Stafford,5351,,False,NHS England,,"Wellington House, 133-135 Waterloo Road, London SE1 8UG",2024-08-04,2024-08-01,Apr07_25,,Employee - NHS England,,,,,,,,
9820,Employment and earnings,2024-07-31,,True,True,"Design and development of commercial training workshops and online programmes, of a non-political nature",https://interests-api.parliament.uk/api/v1/Interests/9820,Steff Aquarone,5164,,False,Mango Online Learning Development Solutions Limited,,"c/o Paygora, the Union Building, Rose Lane, Norwich NR1 1BY",2024-08-04,2024-08-03,Apr07_25,,"Design and development of commercial training workshops and online programmes, of a non-political nature - Mango Online Learning Development Solutions Limited",,,,,,,,
8883,Employment and earnings,2024-05-24,,False,True,Self-employed barrister,https://interests-api.parliament.uk/api/v1/Interests/8883,Sarah Sackman,5204,,False,Government Legal Department (Secretary of State for Levelling Up Housing and Communities),Government legal work,"102 Petty France, London SW1H 9GL",2024-08-04,2024-08-01,Apr07_25,,Self-employed barrister - Government Legal Department (Secretary of State for Levelling Up Housing and Communities),,,,,,,,
8301,Employment and earnings,2024-07-05,,False,True,Appearances on Politics Hub television programme,https://interests-api.parliament.uk/api/v1/Interests/8301,Josh Simons,5060,,False,Sky UK Limited,Broadcaster,"Grant Way, Isleworth, London TW7 5QD",2024-08-04,2024-07-30,Apr07_25,,Appearances on Politics Hub television programme - Sky UK Limited,,,,,,,,
9710,Employment and earnings,,,False,False,Gedling Borough Councillor,https://interests-api.parliament.uk/api/v1/Interests/9710,Michelle Welsh,5226,,False,Gedling Borough Council,Local Government,"Civic Centre. Arnot Hill Park, Nottingham Road, Arnold, Nottingham NG5 6LU",2024-08-04,2024-08-02,Apr07_25,,Gedling Borough Councillor - Gedling Borough Council,,,,,,,,
8070,Employment and earnings,2024-08-30,,False,True,Local councillor,https://interests-api.parliament.uk/api/v1/Interests/8070,Elaine Stewart,5206,,False,East Ayrshire council,Local authority,"London Road, Kilmarnock, East Ayrshire KA37BU",2024-08-04,2024-08-02,Apr07_25,2022-05-05,Local councillor - East Ayrshire council,,2024-09-05,,,,,,
8344,Employment and earnings,2024-07-26,,False,True,Programme Manager,https://interests-api.parliament.uk/api/v1/Interests/8344,Sam Rushworth,5108,,False,Durham University,,"The Palatine Centre, University, Stockton Rd, Durham DH1 3LE",2024-08-04,2024-08-01,Apr07_25,,Programme Manager - Durham University,,,,,,,,
8895,Employment and earnings,2024-06-14,,False,True,Policy advice on end of life care,https://interests-api.parliament.uk/api/v1/Interests/8895,Anna Dixon,5281,,False,King's College London,University,"Strand, London WC2R 2LS",2024-08-04,2024-08-01,Apr07_25,,Policy advice on end of life care - King's College London,,,,,,,,
9152,Employment and earnings,2024-07-04,,False,True,Office Manager for Member of Parliament,https://interests-api.parliament.uk/api/v1/Interests/9152,Sarah Hall,5154,,False,IPSA,,"2nd floor, 65 Strand, London, WC2R 0DW",2024-08-04,2024-08-02,Apr07_25,,Office Manager for Member of Parliament - IPSA,,,,,,,,
8327,Employment and earnings,,,False,False,Local Councillor,https://interests-api.parliament.uk/api/v1/Interests/8327,Kenneth Stevenson,5200,,False,North Lanarkshire Council,,"Civic Centre, Windmillhill Street, Motherwell ML1 1AB",2024-08-04,2024-08-04,Apr07_25,2024-08-06,Local Councillor - North Lanarkshire Council,,2024-09-02,,,,,,
9909,Employment and earnings,2024-07-30,,True,True,Executive Director,https://interests-api.parliament.uk/api/v1/Interests/9909,Pippa Heylings,5078,,True,Talking Transformation Limited,"Small consultancy business specialising in facilitation and conflict management on environmental, climate change and sustainability issues, mainly international work, bringing together multiple actors from different sectors to reach agreements.",,2024-08-04,2024-08-03,Apr07_25,,Executive Director - Talking Transformation Limited,,,,,,,,
8847,Employment and earnings,2024-04-02,,False,True,"Work as as consultant delivering international governance aid programmes for democratic activists in Belarus, Kosovo and Serbia.",https://interests-api.parliament.uk/api/v1/Interests/8847,Blair McDougall,5076,,False,National Democratic Institute,An organisation for the delivery of governance aid internationally by various Western Governments.,"455 Massachusetts Ave, NW, 8th Floor  Washington, DC 20001-2621",2024-08-04,2024-08-01,Apr07_25,2024-02-15,"Work as as consultant delivering international governance aid programmes for democratic activists in Belarus, Kosovo and Serbia. - National Democratic Institute",,,,,,,,
8065,Employment and earnings,,,False,False,Councillor & Chair of Local Committee,https://interests-api.parliament.uk/api/v1/Interests/8065,Bobby Dean,5083,,False,Sutton Council,Local authority,"Sutton Council, Civic Offices, St Nicholas Way, Sutton SM1 1EA",2024-08-04,2024-08-02,Apr07_25,,Councillor & Chair of Local Committee - Sutton Council,,,,,,,,
6875,Employment and earnings,2024-07-08,,False,True,Service Improvement Manager,https://interests-api.parliament.uk/api/v1/Interests/6875,Amanda Hack,5149,,False,Advance Housing and Support,Housing Association,"Witan Way, Witney, Oxfordshire",2024-08-04,2024-08-04,Apr07_25,,Service Improvement Manager - Advance Housing and Support,,,,,,,,
8879,Employment and earnings,2024-07-04,,False,True,Director of Water and Environment for Europe,https://interests-api.parliament.uk/api/v1/Interests/8879,Lee Pitcher,5233,,False,Jacobs UK Ltd,Global Engineering Consultancy,"Cottons Centre, Cottons Lane, London SE1 2QG",2024-08-04,2024-08-02,Apr07_25,,Director of Water and Environment for Europe - Jacobs UK Ltd,,,,,,,,
8904,Employment and earnings,2024-08-08,,False,True,Public Engagement,https://interests-api.parliament.uk/api/v1/Interests/8904,Rebecca Smith,5301,,False,Commonwealth War Graves Commission,,"2 Marlow Road, Maidenhead SL6 7DX",2024-08-04,2024-08-01,Apr07_25,,Public Engagement - Commonwealth War Graves Commission,,,,,,,,
9450,Employment and earnings,2024-07-05,,False,True,Executive Director of Legal Affairs,https://interests-api.parliament.uk/api/v1/Interests/9450,Mr Alex Barros-Curtis,5175,,False,The Labour Party,Political party,"20 Rushworth Street, London SE1 0SS",2024-08-04,2024-08-02,Apr07_25,,Executive Director of Legal Affairs - The Labour Party,,,,,,,,
10240,Employment and earnings,2024-09-09,,False,True,Local Government Councillor,https://interests-api.parliament.uk/api/v1/Interests/10240,Mr Bayo Alaba,5097,,False,London Borough of Redbridge,,"Lynton House, 255 -259 High Road, Ilford IG1 1NN",2024-08-04,2024-08-04,Apr07_25,,Local Government Councillor - London Borough of Redbridge,,,,,,,,
7447,Employment and earnings,2024-07-05,,False,True,Chief Executive Officer,https://interests-api.parliament.uk/api/v1/Interests/7447,Melanie Ward,5240,,False,Medical Aid for Palestinians,A charity which works for the health and dignity of Palestinians living under occupation and as refugees.,"33A Islington Street, London N1 1QB",2024-08-04,2024-07-31,Apr07_25,,Chief Executive Officer - Medical Aid for Palestinians,,,,,,,,
7011,Employment and earnings,2024-07-05,False,False,True,Deputy Leader of County Council,https://interests-api.parliament.uk/api/v1/Interests/7011,Gill German,5104,,False,Denbighshire County Council,County Council,"County Hall, Ruthin LL15 9ZZ",2024-08-04,2024-07-26,Apr07_25,,Deputy Leader of County Council - Denbighshire County Council,,,,,,,,
8626,Employment and earnings,2024-07-25,,False,True,Local Government Association - LGPS Committee Member,https://interests-api.parliament.uk/api/v1/Interests/8626,Deirdre Costigan,5075,,False,Local Government Association,LGA Local Government Pension Scheme Committee,"18 Smith Square Westminster, London SW1P 3HZ",2024-08-04,2024-08-01,Apr07_25,,Local Government Association - LGPS Committee Member - Local Government Association,,,,,,,,
10356,Employment and earnings,2024-07-04,,False,True,Health Spokesperson (Councillor),https://interests-api.parliament.uk/api/v1/Interests/10356,Graeme Downie,5275,,False,NHS FIfe,NHS Board,"Hayfield Road, Kirkcaldy, Fife KY2 5AH",2024-08-04,2024-08-04,Apr07_25,2023-09-25,Health Spokesperson (Councillor) - NHS FIfe,,,,,,,,
7434,Employment and earnings,2024-07-05,,False,True,Political Adviser to the General Secretary of the TUC,https://interests-api.parliament.uk/api/v1/Interests/7434,Anneliese Midgley,5038,,False,TUC,Trade Union,"Congress House, Great Russell Street WC1B 3LS",2024-08-04,2024-08-05,Apr07_25,,Political Adviser to the General Secretary of the TUC - TUC,,,,,,,,
8939,Employment and earnings,2024-07-10,,True,True,Chair of London Councils,https://interests-api.parliament.uk/api/v1/Interests/8939,Georgia Gould,5305,,False,London Councils,,59 1/2 Southwark Street SE1 0AL,2024-08-04,2024-08-02,Apr07_25,,Chair of London Councils - London Councils,,,,,,,,
9518,Employment and earnings,2024-07-02,,True,True,Deputy Chair & LGA Board Member,https://interests-api.parliament.uk/api/v1/Interests/9518,Michael Payne,5146,,False,Local Government Association,,"18 Smith Square, London SW1P 3HZ",2024-08-04,2024-08-02,Apr07_25,,Deputy Chair & LGA Board Member - Local Government Association,,,,,,,,
8832,Employment and earnings,2024-07-08,,False,True,Regional Lead Peer,https://interests-api.parliament.uk/api/v1/Interests/8832,Lisa Smart,5070,,False,Local Government Association,,"18 Smith Square, London SW1P 3HZ",2024-08-04,2024-08-02,Apr07_25,,Regional Lead Peer - Local Government Association,,,,,,,,
9225,Employment and earnings,2024-09-30,,False,True,External Examiner,https://interests-api.parliament.uk/api/v1/Interests/9225,Dr Scott Arthur,5212,,False,University of Bolton,Higher Education,"A676 Deane Rd, Bolton",2024-08-04,2024-08-02,Apr07_25,,External Examiner - University of Bolton,,,,,,,,
9945,Employment and earnings,2024-07-26,,False,True,Councillor in LB Tower Hamlets,https://interests-api.parliament.uk/api/v1/Interests/9945,Rachel Blake,5257,,False,LB Tower Hamlets,Local Authority,"Tower Hamlets Town Hall, Whitechapel Road, E1",2024-08-04,2024-08-03,Apr07_25,,Councillor in LB Tower Hamlets - LB Tower Hamlets,,,,,,,,
8817,Employment and earnings,2024-05-02,,False,True,Special responsibility allowance as an elected councillor,https://interests-api.parliament.uk/api/v1/Interests/8817,Lisa Smart,5070,,False,Greater Manchester Combined Authority,,"56 Oxford Street, Manchester",2024-08-04,2024-08-02,Apr07_25,,Special responsibility allowance as an elected councillor - Greater Manchester Combined Authority,,,,,,,,
8141,Employment and earnings,2024-10-31,,False,True,"Professor of International Relations, School of International Relations, and Assistant Vice-Principal International, University of St Andrews",https://interests-api.parliament.uk/api/v1/Interests/8141,Stephen Gethins,4434,,False,University of St Andrews,University,"North Street, St Andrews",2024-08-04,2024-07-30,Apr07_25,,"Professor of International Relations, School of International Relations, and Assistant Vice-Principal International, University of St Andrews - University of St Andrews",,2024-12-16,,,,,,
8539,Employment and earnings,,,False,False,County Councillor,https://interests-api.parliament.uk/api/v1/Interests/8539,Dr Lauren Sullivan,5269,,False,Kent County Council,,"County Hall, Maidstone, Kent ME14 1XQ",2024-08-04,2024-07-31,Apr07_25,2021-05-06,County Councillor - Kent County Council,,,,,,,,
9035,Employment and earnings,2024-07-18,,False,True,Chair of Urban Water Management,https://interests-api.parliament.uk/api/v1/Interests/9035,Dr Scott Arthur,5212,,False,Heriot-Watt University,Higher Education,"Edinburgh, EH14 4AS",2024-08-04,2024-08-02,Apr07_25,,Chair of Urban Water Management - Heriot-Watt University,,,,,,,,
9333,Employment and earnings,,,False,False,Media Appearance,https://interests-api.parliament.uk/api/v1/Interests/9333,David Davis,373,,False,MBC Dubai - Al Arabiya,TV Channel,"MBC Building 3, Dubai Media City P.O.Box 72627 Dubai United Arab Emirates",2024-08-04,2024-08-02,Apr07_25,,Media Appearance - MBC Dubai - Al Arabiya,,,,,,,,
8071,Employment and earnings,2024-07-17,,False,True,Party Representative,https://interests-api.parliament.uk/api/v1/Interests/8071,Bobby Dean,5083,,False,London Councils,Representative body of local authorities,"59 ½ Southwark Street, London SE1 0AL",2024-08-04,2024-08-02,Apr07_25,2023-07-18,Party Representative - London Councils,,,,,,,,
9233,Employment and earnings,,,False,False,Speaking engagement,https://interests-api.parliament.uk/api/v1/Interests/9233,Nigel Farage,5091,,False,AZ Liberty Network,,1835 E Elliot Road Suite 102 Tempe 85284,2024-08-04,2024-08-04,Apr07_25,,Speaking engagement - AZ Liberty Network,26352,,,,,,,
7640,Employment and earnings,2024-07-04,,False,True,Employee,https://interests-api.parliament.uk/api/v1/Interests/7640,Darren Paffey,5270,,False,University of Southampton,Higher Education,"University Road, Southampton SO17 1BJ",2024-08-04,2024-07-29,Apr07_25,,Employee - University of Southampton,,,,,,,,
7336,Employment and earnings,2024-07-05,,False,True,National Officer for Disability Equality,https://interests-api.parliament.uk/api/v1/Interests/7336,Deirdre Costigan,5075,,False,UNISON,,"Unison Centre, 130 Euston Road NW1 2AY",2024-08-04,2024-08-01,Apr07_25,,National Officer for Disability Equality - UNISON,,,,,,,,
7122,Employment and earnings,2024-07-19,,False,True,London Councils Executive Member,https://interests-api.parliament.uk/api/v1/Interests/7122,Jas Athwal,5227,,False,London Councils,Local Government,City of London Corporation,2024-08-04,2024-08-04,Apr07_25,,London Councils Executive Member - London Councils,,,,,,,,
7361,Employment and earnings,2024-08-08,,False,True,Councillor,https://interests-api.parliament.uk/api/v1/Interests/7361,Mr Jonathan Brash,5045,,False,Hartlepool Borough Council,Local Council,"Civic Centre, Victoria Road, Hartlepool TS24 8AY",2024-08-04,2024-07-30,Apr07_25,,Councillor - Hartlepool Borough Council,,,,,,,,
7517,Employment and earnings,2024-07-07,,False,True,"Executive Director of Policy, Advocacy and Campaigns",https://interests-api.parliament.uk/api/v1/Interests/7517,Kirsty McNeill,5114,,False,Save the Children UK,,"1 St John's Lane, London EC1M 4AR",2024-08-04,2024-07-25,Apr07_25,,"Executive Director of Policy, Advocacy and Campaigns - Save the Children UK",,,,,,,,
7380,Employment and earnings,,,False,False,County Councillor,https://interests-api.parliament.uk/api/v1/Interests/7380,Michelle Welsh,5226,,False,Nottinghamshire County Council,Local Government,"Nottinghamshire County Hall, West Bridgford, Nottinghamshire NG2 7QP",2024-08-04,2024-08-03,Apr07_25,,County Councillor - Nottinghamshire County Council,,,,,,,,
7153,Employment and earnings,,,False,False,Councillor,https://interests-api.parliament.uk/api/v1/Interests/7153,Peter Prinsley,5163,,False,Norwich City Council,,"Norwich City Hall, St Peters St, Norwich NR2 1NH",2024-08-04,2024-07-25,Apr07_25,,Councillor - Norwich City Council,,,,,,,,
8155,Employment and earnings,,,False,False,"Councillor, East Ayrshire Council",https://interests-api.parliament.uk/api/v1/Interests/8155,Lillian Jones,5043,,False,East Ayrshire Council,,"96 London Road, Kilmarnock KA3 7DD",2024-08-04,2024-07-30,Apr07_25,2024-08-30,"Councillor, East Ayrshire Council - East Ayrshire Council",,2024-09-17,,,,,,
7755,Employment and earnings,2024-07-04,,False,True,Office Manager Jon Cruddas MP,https://interests-api.parliament.uk/api/v1/Interests/7755,Margaret Mullane,5272,,False,IPSA,,"85 the Strand, London WC2R ODW",2024-08-04,2024-07-29,Apr07_25,,Office Manager Jon Cruddas MP - IPSA,,,,,,,,
8011,Employment and earnings,,,False,False,Connecting communities staff,https://interests-api.parliament.uk/api/v1/Interests/8011,Elaine Stewart,5206,,False,Coalfield regeneration trust,Coalfield regeneration trust,"2 Kirk Street, Kincardine, Alloa FK10 4PT",2024-08-04,2024-08-03,Apr07_25,,Connecting communities staff - Coalfield regeneration trust,,,,,,,,
8079,Employment and earnings,2024-07-31,,False,True,Consultancy work,https://interests-api.parliament.uk/api/v1/Interests/8079,Ian Sollom,5096,,False,2S Ltd,Strategy consultancy for business,"Tintagel House, 92 Embankment, London SE1 7TY",2024-08-04,2024-08-29,Apr07_25,,Consultancy work - 2S Ltd,,,,,,,,
7457,Employment and earnings,2024-07-08,,False,True,Superintendent Pharmacist,https://interests-api.parliament.uk/api/v1/Interests/7457,Sadik Al-Hassan,5312,,False,PillTime Ltd,Online Pharmacy,"Unit 7 and 8, The Laurels, Cribbs Causeway, Bristol BS10 7TT",2024-08-04,2024-07-25,Apr07_25,,Superintendent Pharmacist - PillTime Ltd,,,,,,,,
