id,appg,category,donors_isprivateindividual_1,donors_isprivateindividual_2,donors_isprivateindividual_3,donors_isprivateindividual_4,donors_isprivateindividual_5,donors_issolebeneficiary_1,donors_issolebeneficiary_2,donors_issolebeneficiary_3,donors_issolebeneficiary_4,donors_issolebeneficiary_5,donors_name_1,donors_name_2,donors_name_3,donors_name_4,donors_name_5,donors_paymentdescription_1,donors_paymentdescription_2,donors_paymentdescription_3,donors_paymentdescription_4,donors_paymentdescription_5,donors_paymenttype_1,donors_paymenttype_2,donors_paymenttype_3,donors_paymenttype_4,donors_paymenttype_5,donors_publicaddress_1,donors_publicaddress_2,donors_publicaddress_3,donors_publicaddress_4,donors_publicaddress_5,donors_value_1,donors_value_2,donors_value_3,donors_value_4,donors_value_5,end_date,link,member,mnis_id,parent_interest_id,published,purpose,registered,source_archive,start_date,summary,twfy_id,updated_1,visitlocations_country_1,visitlocations_country_2,visitlocations_country_3,visitlocations_destination_1,visitlocations_destination_2,visitlocations_destination_3
5183,,Visits outside the UK,False,,,,,False,,,,,Taiwanese Ministry of Foreign Affairs,,,,,"Flights (£5,420), hotel (£1040) local transportation (£32) and food (£340)",,,,,In kind,,,,,"2, Ketagalan Blvd., Zhongzheng Dist., Taipei City 100202, Taiwan",,,,,6832.00,,,,,2024-04-05,https://interests-api.parliament.uk/api/v1/Interests/5183,Navendu Mishra,4811,,2024-04-10,"Delegation to Taipei organised by Labour Friends of Taiwan to meet with the President, Foreign Minister, Speaker of the Taiwanese Parliament and other officials.",2024-04-10,Apr07_25,2024-03-29,International visit to Taiwan between 29 March 2024 and 05 April 2024,,,Taiwan,,,Taipei,,
5090,,Visits outside the UK,False,False,,,,True,True,,,,Féile an Phobail,Transport Workers Union USA,,,,Flights,"Travel to and from airport, hotel and meetings, accommodation and meals",,,,In kind,In kind,,,,"St Comgalls, Divis Street BT12 4AQ","Transport Workers Union, 1220 19th St NW 6th Floor, Washington, DC 20036, USA",,,,1100.00,1500.00,,,,2024-03-18,https://interests-api.parliament.uk/api/v1/Interests/5090,Paul Maskey,4245,,2024-04-09,To lead a west Belfast tourism delegation to carry out and participate in a series of engagements with key stakeholders and supporters of west Belfast tourism in New York City. Included the delivery of TWU hosted events notably the Quill-Connolly lecture and the James Connolly Irish American Labor Coalition Luncheon.,2024-04-04,Apr07_25,2024-03-15,International visit to United States between 15 March 2024 and 18 March 2024,,,United States,,,New York City,,
5140,,Visits outside the UK,False,,,,,False,,,,,British Tamils Forum,,,,,"Flight to Geneva (£268.39), hotel accommodation at Heathrow the night before (£85.86) and meals during the day (£30 approx.)",,,,,In kind,,,,,"Unit 1, Tamil House, Fountayne Business Centre, Broad Lane, London N15 4AG",,,,,375.00,,,,,2024-03-27,https://interests-api.parliament.uk/api/v1/Interests/5140,Sir Stephen Timms,163,,2024-04-08,Discussions about Sri Lanka with country delegations to the UN Human Rights Council.,2024-04-08,Apr07_25,2024-03-27,International visit to Switzerland on 27 March 2024,,,Switzerland,,,Geneva,,
4664,,Visits outside the UK,False,,,,,True,,,,,Levica (The Left Slovenia),,,,,Flights (£537.46) and accommodation (£209),,,,,In kind,,,,,"Prešernova cesta 3, 1000 Ljubljana, Slovenia",,,,,746.46,,,,,2024-02-24,https://interests-api.parliament.uk/api/v1/Interests/4664,Jeremy Corbyn,185,,2024-04-15,To speak at Levica conference.,2024-03-07,Aug04_24,2024-02-22,International visit to Slovenia between 22 February 2024 and 24 February 2024,,2024-03-22,Slovenia,,,Ljubljana,,
4477,,Visits outside the UK,False,,,,,True,,,,,Baku International Multiculturalism Centre,,,,,"Accommodation (£484), international flights (£560) and subsistence and internal travel (£350)",,,,,In kind,,,,,"9R6M+2MW, Funicular, Shovkat Alakbarova, Baku, Azerbaijan",,,,,1394.00,,,,,2024-03-12,https://interests-api.parliament.uk/api/v1/Interests/4477,Afzal Khan,4671,,2024-04-09,To attend and speak on a panel event at the International Conference on Islamophobia 2024 in Baku.,2024-03-19,Aug04_24,2024-03-07,International visit to Azerbaijan between 07 March 2024 and 12 March 2024,,2024-03-27,Azerbaijan,,,,,
4785,,Visits outside the UK,False,,,,,True,,,,,Labour Friends of Israel,,,,,"Flights, accommodation and meals",,,,,In kind,,,,,"BM LFI, London WC1N 3XX",,,,,2050.00,,,,,2024-03-12,https://interests-api.parliament.uk/api/v1/Interests/4785,Mrs Sharon Hodgson,1521,,2024-03-29,"Delegation to Washington DC. Meetings with US politicians, activists and civil servants. Attending AIPAC International Policy Conference 2024.",2024-03-25,Aug04_24,2024-03-09,International visit to United States between 09 March 2024 and 12 March 2024,,,United States,,,Washington DC,,
5037,,Visits outside the UK,False,,,,,True,,,,,Labour Friends of Israel,,,,,"Flights, accommodation and meals",,,,,In kind,,,,,"BM LFI, London WC1N 3XX",,,,,1650.00,,,,,2024-03-12,https://interests-api.parliament.uk/api/v1/Interests/5037,Christian Wakeford,4871,,2024-03-28,"Delegation to Washington DC. Meetings with US politicians, activists and civil servants. Attending AIPAC International Policy Conference 2024.",2024-03-25,Aug04_24,2024-03-09,International visit to United States between 09 March 2024 and 12 March 2024,,,United States,,,Washington DC,,
4553,,Visits outside the UK,False,,,,,True,,,,,Deloitte LLP,,,,,"Flights (£375.99), Airport Transfers (£145.43), Hotel Accommodation (£187.56), and Food (£106.74)",,,,,In kind,,,,,"1 New Street Square, London EC4A 3HQ",,,,,815.72,,,,,2024-03-12,https://interests-api.parliament.uk/api/v1/Interests/4553,Stephen Kinnock,4359,,2024-03-22,"To attend an ""In conversation with Stephen Kinnock"" dinner as part of the MIPIM (Le Marche International des Professionnels de l'immobilier) conference.",2024-03-21,Aug04_24,2024-03-11,International visit to France between 11 March 2024 and 12 March 2024,,,France,,,,,
4543,,Visits outside the UK,False,,,,,True,,,,,Friedrich-Ebert-Stiftung,,,,,"Flights, accommodation, transport, and meals (value is estimated)",,,,,In kind,,,,,"Hiroshimastraße 17, 10785 Berlin, Germany",,,,,780.00,,,,,2024-03-05,https://interests-api.parliament.uk/api/v1/Interests/4543,Clive Lewis,4500,,2024-03-22,Attending a parliamentarians forum.,2024-03-21,Aug04_24,2024-03-01,International visit to Germany between 01 March 2024 and 05 March 2024,,,Germany,,,,,
4665,,Visits outside the UK,True,,,,,True,,,,,Ian Hannam,,,,,"Accommodation (£9,202.45); ski pass and instructor (£2,006.82); flights and taxis (£1,966.99)",,,,,In kind,,,,,,,,,,13176.26,,,,,2024-02-24,https://interests-api.parliament.uk/api/v1/Interests/4665,David Davis,373,,2024-03-18,Skiing trip.,2024-03-05,Aug04_24,2024-02-10,International visit to Austria between 10 February 2024 and 24 February 2024,,,Austria,,,Lech,,
4745,"APPG on Population, Development and Reproductive Health (PDRH)",Visits outside the UK,False,,,,,True,,,,,"APPG on Population, Development and Reproductive Health (PDRH) (sponsored by the European Parliamentary Forum on Reproductive Rights)",,,,,"Flights and visa (£1,114.30); accommodation (£486.04); other travel (£320.01); per diem, food and drinks (£287.70); and misc costs (£23.25)",,,,,In kind,,,,,"House of Commons, Westminster, London SW1A 0AA",,,,,2231.30,,,,,2024-02-17,https://interests-api.parliament.uk/api/v1/Interests/4745,Kim Johnson,4824,,2024-03-18,Study tour on Sexual and Reproductive Health and Rights and International Development.,2024-03-11,Aug04_24,2024-02-10,International visit to Tanzania between 10 February 2024 and 17 February 2024,,,Tanzania,,,Zanzibar,,
4666,APPG for Cyprus,Visits outside the UK,False,,,,,True,,,,,"House of Representatives, Republic of Cyprus",,,,,"Travel, accommodation and meals",,,,,In kind,,,,,"1102 Nicosia, Cyprus",,,,,753.63,,,,,2024-02-16,https://interests-api.parliament.uk/api/v1/Interests/4666,Sir Roger Gale,87,,2024-03-18,APPG for Cyprus visit to meet with the President of the House of Representatives (Speaker) and the President of the Republic.,2024-03-05,Aug04_24,2024-02-13,International visit to Cyprus between 13 February 2024 and 16 February 2024,,,Cyprus,,,Nicosia,,
4751,,Visits outside the UK,False,,,,,True,,,,,Federation of Indian Chambers and Commerce and Industry,,,,,"Travel, accommodation and food",,,,,In kind,,,,,"FICCI Federation House, Tansen Marg, New Delhi, 110001, India",,,,,12332.18,,,,,2024-02-25,https://interests-api.parliament.uk/api/v1/Interests/4751,Angela Rayner,4356,,2024-03-18,"A Labour delegation to several cities in the Republic of India to meet business, political and faith groups.",2024-03-14,Aug04_24,2024-02-18,International visit to India between 18 February 2024 and 25 February 2024,,,India,,,,,
4668,Cyprus APPG,Visits outside the UK,False,,,,,True,,,,,"House of Representatives, Republic of Cyprus",,,,,"Travel (£183.83), accommodation (£461.72) and meals (£106.88)",,,,,In kind,,,,,"1102 Nicosia, Cyprus",,,,,752.43,,,,,2024-02-16,https://interests-api.parliament.uk/api/v1/Interests/4668,Fabian Hamilton,415,,2024-03-18,Parliamentary and other meetings as part of a Cyprus APPG trip.,2024-03-13,Aug04_24,2024-02-13,International visit to Cyprus between 13 February 2024 and 16 February 2024,,,,,,,,
4748,,Visits outside the UK,False,,,,,True,,,,,Yachad,,,,,"Flights, accommodation, food, speakers fees and conflict area insurance",,,,,In kind,,,,,"Star House 104-108 Grafton Road, London NW5 4BA",,,,,2440.00,,,,,2024-02-18,https://interests-api.parliament.uk/api/v1/Interests/4748,Layla Moran,4656,,2024-03-18,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza.,2024-03-05,Aug04_24,2024-02-14,International visit to Israel between 14 February 2024 and 18 February 2024,,,Israel,,,and Occupied Palestinian Territories,,
4103,,Visits outside the UK,False,,,,,True,,,,,Federation of Indian Chambers of Commerce and Industry,,,,,Local transport in Delhi and Mumbai,,,,,In kind,,,,,"FICCI, Federation House, Tansen Marg, New Delhi 110001",,,,,324.20,,,,,2024-02-08,https://interests-api.parliament.uk/api/v1/Interests/4103,Jonathan Reynolds,4119,,2024-03-18,Bilateral meetings with Indian government ministers and business leaders.,2024-02-20,Aug04_24,2024-02-04,International visit to India between 04 February 2024 and 08 February 2024,,,India,,,Delhi and Mumbai,,
4667,,Visits outside the UK,False,,,,,True,,,,,United States Embassy,,,,,Flights and accommodation,,,,,In kind,,,,,"33 Nine Elms Road, Nine Elms, London SW11 7US",,,,,1807.04,,,,,2024-02-17,https://interests-api.parliament.uk/api/v1/Interests/4667,Barry Gardiner,146,,2024-03-18,Speaking at the USDA Forward Outlook Conference Washington DC.,2024-03-14,Aug04_24,2024-02-15,International visit to United States between 15 February 2024 and 17 February 2024,,,United States,,,Washington DC,,
4747,,Visits outside the UK,False,,,,,True,,,,,Federation of Indian Chambers and Commerce and Industry,,,,,"Travel, accommodation and food",,,,,In kind,,,,,"FICCI Federation House, Tansen Marg, New Delhi, 110001",,,,,11304.50,,,,,2024-02-25,https://interests-api.parliament.uk/api/v1/Interests/4747,Navendu Mishra,4811,,2024-03-18,"A Labour delegation to several cities in the Republic of India to meet business, political and faith groups.",2024-03-14,Aug04_24,2024-02-18,International visit to India between 18 February 2024 and 25 February 2024,,,India,,,,,
3896,,Visits outside the UK,False,,,,,True,,,,,Yachad,,,,,"Flights, accommodation, hospitality",,,,,In kind,,,,,Star House 104-108 Grafton Road NW5 4BA,,,,,2438.00,,,,,2024-02-18,https://interests-api.parliament.uk/api/v1/Interests/3896,Kit Malthouse,4495,,2024-03-18,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza.,2024-02-23,Aug04_24,2024-02-14,International visit to Israel between 14 February 2024 and 18 February 2024,,,Israel,,,and the Occupied Palestinian Territories,,
3876,,Visits outside the UK,False,,,,,False,,,,,Federation of Indian Chambers of Commerce and Industry,,,,,Local transport in Delhi and Mumbai for me and one member of staff,,,,,In kind,,,,,"Federation House, Tansen Marg, New Delhi 110001",,,,,648.40,,,,,2024-02-07,https://interests-api.parliament.uk/api/v1/Interests/3876,Mr David Lammy,206,,2024-03-17,To develop bilateral relations with the Indian government.,2024-02-26,Aug04_24,2024-02-05,International visit to India between 05 February 2024 and 07 February 2024,,,India,,,Delhi & Mumbai,,
4096,APPG For Cyprus,Visits outside the UK,False,,,,,True,,,,,House of Representatives of the Republic of Cyprus,,,,,"Accommodation (£461.08), transport (£183.58) and meals (£106.73)",,,,,In kind,,,,,"1102 Nicosia, Cyprus",,,,,751.39,,,,,2024-02-16,https://interests-api.parliament.uk/api/v1/Interests/4096,Caroline Nokes,4048,,2024-03-13,APPG for Cyprus delegation to strengthen inter-parliamentary connections between the Republic of Cyprus and UK and to discuss latest developments on efforts to restart negotiations to reunite Cyprus,2024-02-23,Aug04_24,2024-02-13,International visit to Cyprus between 13 February 2024 and 16 February 2024,,,Cyprus,,,,,
4127,,Visits outside the UK,False,,,,,True,,,,,Yachad,,,,,"Flights, accommodation, food, speakers fees and conflict area insurance.",,,,,In kind,,,,,"Star House, 104-108 Grafton Road, London NW5 4BA",,,,,2440.00,,,,,2024-02-18,https://interests-api.parliament.uk/api/v1/Interests/4127,Alex Sobel,4658,,2024-03-12,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza,2024-02-29,Aug04_24,2024-02-14,International visit to Israel between 14 February 2024 and 18 February 2024,,,Israel,,,and Occupied Palestinian Territories,,
3192,,Visits outside the UK,False,,,,,True,,,,,Coalition for Global Prosperity (CGP) (funded by the Eleanor Crook Foundation),,,,,"Airport transfers and other car services (£486.30); hotel accommodation, including breakfasts £1,575.60; economy flights (£2,227.90); and food (£473.54) (value is estimated)",,,,,In kind,,,,,"1 Horse Guards Avenue, London SW1A 2HU",,,,,4763.34,,,,,2023-11-16,https://interests-api.parliament.uk/api/v1/Interests/3192,Stephen Doughty,4264,,2024-02-08,"To take part in a cross party delegation convened by CGP's 1946 Caucus, in my capacity as Shadow Minister for Europe and North America, including discussions with US policymakers, officials and policy professionals to consider joint UK-US foreign policy challenges.",2023-11-30,Aug04_24,2023-11-13,International visit to United States between 13 November 2023 and 16 November 2023,,,United States,,,Washington DC,,
3212,,Visits outside the UK,False,False,,,,True,True,,,,Bahrain Ministry of Foreign Affairs,"International Institute for Strategic Studies, Middle East",,,,"Transportation (£701.01), accommodation (£540) and dinners/hospitality (£163)",Transportation (£25) and hospitality (£24.50),,,,In kind,In kind,,,,"PO Box 547, Government Road, Manama, Kingdom of Bahrain","14th Floor, GFH Tower, Bahrain Financial Harbour, Building 1411, Road 4625, Manama 346, Kingdom of Bahrain",,,,1404.01,59.50,,,,2023-11-19,https://interests-api.parliament.uk/api/v1/Interests/3212,David Davis,373,,2024-02-08,Attending International Institute for Strategic Studies Manama Dialogue 2023 as part of a Conservative Middle East Council delegation.,2023-12-05,Aug04_24,2023-11-17,International visit between 17 November 2023 and 19 November 2023,,,Bahrain,,,,,
3193,,Visits outside the UK,False,,,,,True,,,,,Conservative Friends of Ukraine,,,,,"Flights (£10,080.21) and accommodation (£629.91)",,,,,In kind,,,,,"One Bartholomew Close, London EC1A 7BL",,,,,10710.12,,,,,2023-11-29,https://interests-api.parliament.uk/api/v1/Interests/3193,Sir Iain Duncan Smith,152,,2024-02-08,To attend meetings with Republican members of Congress concerning support for Ukraine.,2023-12-07,Aug04_24,2023-11-26,International visit between 26 November 2023 and 29 November 2023,,,United States,,,Washington DC,,
3191,,Visits outside the UK,False,,,,,True,,,,,Coalition for Global Prosperity (CGP) (funded by the Eleanor Crook Foundation),,,,,"Airport transfers and other car services (£458.90); hotel accommodation, including breakfasts (£1,575.60); economy flights (£2,227.90); and food (£441.80)",,,,,In kind,,,,,"1 Horse Guards Avenue, London SW1A 2HU",,,,,4704.20,,,,,2023-11-16,https://interests-api.parliament.uk/api/v1/Interests/3191,Alex Davies-Jones,4849,,2024-02-08,"Delegation of Conservative and Labour MPs convened by CGP's 1946 Caucus, including discussions with US policymakers, officials and policy professionals to consider joint UK-US foreign policy challenges.",2023-11-29,Aug04_24,2023-11-13,International visit to United States between 13 November 2023 and 16 November 2023,,,United States,,,Washington DC,,
3194,,Visits outside the UK,False,,,,,True,,,,,Edward M. Kennedy Institute,,,,,"Flights (approx. £1,100.62) and hotel (approx. £673.40)",,,,,In kind,,,,,"210 Morrissey Boulevard, Boston, MA. 02125",,,,,1774.02,,,,,2023-09-27,https://interests-api.parliament.uk/api/v1/Interests/3194,Colum Eastwood,4846,,2024-02-08,Discussion about the Good Friday Agreement Anniversary.,2023-12-11,Aug04_24,2023-09-24,International visit between 24 September 2023 and 27 September 2023,,,United States,,,"Boston, MA",,
2279,APPG Against Antisemitism,Visits outside the UK,False,,,,,True,,,,,The Antisemitism Policy Trust,,,,,"Eurostar (£393), taxis (£5), accommodation (£591) and ground costs (£50)",,,,,In kind,,,,,"BM 5369, London WC1N 3XX",,,,,1039.00,,,,,2023-06-28,https://interests-api.parliament.uk/api/v1/Interests/2279,Kirsty Blackman,4357,,2023-12-23,Delegation of MPs with the APPG Against Antisemitism to visit Brussels for a conference of the Inter-Parliamentary Taskforce to Combat Antisemitism Online.,2024-06-30,Aug04_24,2023-06-26,International visit between 26 June 2023 and 28 June 2023,25299,,Belgium,,,Brussels,,
2314,APPG on Britain-Pakistan Trade and Tourism,Visits outside the UK,False,,,,,True,,,,,Esplanade Vale Media Limited (trading as British Muslim TV),,,,,Domestic flights and transportation (£741.13); hotels and entry fees (£258.95); and food (£38),,,,,In kind,,,,,"Victoria Chambers, 40 Wood Street, Wakefield WF1 2HB",,,,,1038.08,,,,,2023-10-07,https://interests-api.parliament.uk/api/v1/Interests/2314,Afzal Khan,4671,,2023-12-23,"Production of tourism documentary, undertaken as Chair of the APPG on Britain-Pakistan Trade and Tourism.",2023-10-12,Aug04_24,2023-09-29,International visit between 29 September 2023 and 07 October 2023,,,Pakistan,,,,,
2349,APPG on Gibraltar,Visits outside the UK,False,,,,,False,,,,,HM Government of Gibraltar,,,,,"For me and my wife/staff member, flights (£1,302), accommodation for four nights (£800) and general hospitality (£400)",,,,,In kind,,,,,"Gibraltar House, 150 Strand, London WC2R 1JA",,,,,2502.00,,,,,2023-09-11,https://interests-api.parliament.uk/api/v1/Interests/2349,Martin Vickers,3957,,2023-12-23,"Gibraltar APPG delegation to meet with ministers, business and union leaders and attend the National Day celebrations.",2023-09-14,Aug04_24,2023-09-07,International visit between 07 September 2023 and 11 September 2023,,,Gibraltar,,,,,
2362,,Visits outside the UK,False,,,,,True,,,,,World Hellenic Inter-Parliamentary Association,,,,,received on 19 July 2023 as reimbursement for flights (£708.41) plus hotel accommodation for three nights (£400.11),,,,,Monetary,,,,,"22-24 Amalias Avenue, 105 57 Athens, Greece",,,,,1108.52,,,,,2023-07-22,https://interests-api.parliament.uk/api/v1/Interests/2362,Bambos Charalambous,4610,,2023-12-23,To attend the World Hellenic Inter-Parliamentary Association Conference in Athens.,2023-08-16,Aug04_24,2023-07-19,International visit between 19 July 2023 and 22 July 2023,,,Greece,,,Athens,,
2303,APPG for Thailand,Visits outside the UK,False,,,,,True,,,,,"Royal Thai Embassy, London",,,,,Flights and accommodation,,,,,In kind,,,,,"29-30 Queen's Gate, South Kensington, London SW7 5JB",,,,,2201.69,,,,,2023-09-21,https://interests-api.parliament.uk/api/v1/Interests/2303,Emma Hardy,4645,,2023-12-23,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",2023-10-16,Aug04_24,2023-09-15,International visit between 15 September 2023 and 21 September 2023,,,Thailand,,,Bangkok,,
2305,"APPG on Population, Development and Reproductive Health",Visits outside the UK,False,,,,,True,,,,,European Parliamentary Forum for Sexual & Reproductive Rights,,,,,"Travel, accommodation, food and drink",,,,,In kind,,,,,"23 Rue Montover, 1000 Brussels, Belgium",,,,,2186.20,,,,,2023-09-23,https://interests-api.parliament.uk/api/v1/Interests/2305,Dr Rupa Huq,4511,,2023-12-23,"APPG on Population, Development and Reproductive Health study tour with parliamentarians from across Europe to learn more about sexual and reproductive rights in El Salvador and Panama.",2023-10-05,Aug04_24,2023-09-16,International visit to Panama between 16 September 2023 and 23 September 2023,,,Panama,El Salvador,,,,
2294,APPG on Malaria and Neglected Tropical Diseases,Visits outside the UK,False,,,,,True,,,,,All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,,,,,"Flights (£1,600); accommodation (£620); travel medication (£30); parking (£140); food, in-country transport and other expenses (£180)",,,,,In kind,,,,,"c/o Malaria No More UK, Room 202, 2nd Floor, 30 Millbank, London SW1P 4QP",,,,,2570.00,,,,,2023-07-29,https://interests-api.parliament.uk/api/v1/Interests/2294,Mr Tanmanjeet Singh Dhesi,4638,,2023-12-23,"As Vice-Chair of the All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases, to see the impact of malaria and neglected tropical diseases, and the challenges faced by government, NGOs, academic and research institutions, and local communities in tackling these diseases.",2023-08-23,Aug04_24,2023-07-23,International visit between 23 July 2023 and 29 July 2023,,,Malawi,,,,,
2361,,Visits outside the UK,False,,,,,True,,,,,FIA Foundation,,,,,"as reimbursement, received £3,108.31 on 23 June 2023 for flights, and £1,138.52 received on 11 August 2023 for five nights' hotel accommodation (13-18 July 2023) in New York",,,,,Monetary,,,,,"60 Trafalgar Square, London WC2N 5DS",,,,,4246.83,,,,,2023-07-20,https://interests-api.parliament.uk/api/v1/Interests/2361,Dan Carden,4651,,2023-12-23,"As President of the Forum of Young Parliamentarians at the Inter-Parliamentary Union, to attend the United Nations High Level Political Forum and to meet with Members of the United States Senate and Congress.",2023-08-17,Aug04_24,2023-07-13,International visit between 13 July 2023 and 20 July 2023,,2023-08-23,United States,,,New York and Washington,,
2285,APPG on Gibraltar,Visits outside the UK,False,,,,,True,,,,,HM Government of Gibraltar,,,,,"Flight (£642), hotel for four nights (£760) and general hospitality (£200)",,,,,In kind,,,,,"Gibraltar House, 150 Strand, London WC2R 1JA",,,,,1602.00,,,,,2023-09-11,https://interests-api.parliament.uk/api/v1/Interests/2285,Sarah Champion,4267,,2023-12-23,All Party Parliamentary visit to Gibraltar for National Day.,2023-09-14,Aug04_24,2023-09-07,International visit between 07 September 2023 and 11 September 2023,,,Gibraltar,,,,,
2288,APPG on Georgia,Visits outside the UK,False,,,,,True,,,,,Parliament of Georgia,,,,,"Hotel accommodation (27-31 August, estimated value £500), local transportation and hospitality (estimated value £250)",,,,,In kind,,,,,"8 Rustaveli Avenue, 0118 Tbilisi, Georgia",,,,,750.00,,,,,2023-08-31,https://interests-api.parliament.uk/api/v1/Interests/2288,Sir Geoffrey Clifton-Brown,249,,2023-12-23,APPG for Georgia visit to build on closer parliamentary relations.,2023-09-12,Aug04_24,2023-08-27,International visit between 27 August 2023 and 31 August 2023,,,Georgia,,,,,
2333,APPG for International Freedom of Religion or Belief,Visits outside the UK,False,,,,,True,,,,,International Centre for Law and Religious Studies (ICLRS),,,,,"Estimate of the probable value (or amount of any donation): Accommodation with meals (£1,233.67) and flights (£1,304.75)",,,,,In kind,,,,,"J Reuben Clarke Centre, 341 E Campus Dr, Provo, UT 84602, USA",,,,,2538.42,,,,,2023-10-04,https://interests-api.parliament.uk/api/v1/Interests/2333,Jim Shannon,4131,,2023-12-23,"As chair of the APPG for the Freedom of Religious Belief, to lead a delegation to Salt Lake City to speak in the plenary session in ICLRS Law and Religious Symposium.",2023-10-09,Aug04_24,2023-09-29,International visit between 29 September 2023 and 04 October 2023,,,United States,,,"Salt Lake City, Utah",,
2357,APPG on Qatar,Visits outside the UK,False,,,,,True,,,,,Ministry of Foreign Affairs of the State of Qatar,,,,,"Return flights, accommodation and food (value is estimated)",,,,,In kind,,,,,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",,,,,6872.00,,,,,2023-09-23,https://interests-api.parliament.uk/api/v1/Interests/2357,Mohammad Yasin,4598,,2023-12-23,"Qatar APPG visit to meet with ministers, the Shura Council and senior local and international stakeholders in international development to explore ways of enhancing UK-Qatar cooperation on global development and aid.",2023-10-16,Aug04_24,2023-09-19,International visit to Qatar between 19 September 2023 and 23 September 2023,,,Qatar,,,Doha,,
2273,APPG on Georgia,Visits outside the UK,False,False,,,,True,True,,,,Parliament of Georgia,Ministry of Foreign Affairs of Georgia,,,,"Hotel accommodation (28-30 August and 2 September), estimated value £500; local transportation and hospitality, estimated value £250","Hotel accommodation (31 August - 1 September), estimated value £180; local transportation and hospitality, estimated value £150",,,,In kind,In kind,,,,"8 Rustaveli Avenue, 0118 Tbilisi, Georgia","8 Giorgi Leonidze Street, 0118 Tbilisi, Georgia",,,,750.00,330.00,,,,2023-09-03,https://interests-api.parliament.uk/api/v1/Interests/2273,Dame Harriett Baldwin,4107,,2023-12-23,APPG for Georgia visit to build on closer parliamentary relations.,2023-09-11,Aug04_24,2023-08-28,International visit to Georgia between 28 August 2023 and 03 September 2023,,,Georgia,,,,,
2289,APPG for Thailand,Visits outside the UK,False,,,,,True,,,,,"Thailand Embassy, United Kingdom",,,,,"Flights (£1,574.31) and accommodation (£627.38)",,,,,In kind,,,,,"29-30 Queen's Gate, South Kensington, London SW7 5JB",,,,,2201.69,,,,,2023-09-20,https://interests-api.parliament.uk/api/v1/Interests/2289,Judith Cummins,4391,,2023-12-23,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",2023-10-16,Aug04_24,2023-09-15,International visit between 15 September 2023 and 20 September 2023,,,Thailand,,,,,
2309,APPG for International Freedom of Religion or Belief,Visits outside the UK,False,,,,,True,,,,,ChinaAid,,,,,"Accommodation (£304), economy class flights (£2,157.11) and other travel (£15)",,,,,In kind,,,,,"1300 Pennsylvania Ave. NW, Suite 700 Washington, DC 20004",,,,,2466.11,,,,,2023-09-08,https://interests-api.parliament.uk/api/v1/Interests/2309,Ruth Jones,4716,,2023-12-23,"As an officer of the APPG for the Freedom of Religious Beliefs, to lead a delegation to the Taiwan International Religious Freedom Summit and be the keynote speaker at the plenary session.",2023-10-02,Aug04_24,2023-09-05,International visit between 05 September 2023 and 08 September 2023,,,Taiwan,,,Taipei,,
1239,,Visits outside the UK,False,,,,,True,,,,,The Casimir Pulaski Foundation,,,,,"Flights and transfers (£169.33), accommodation (£187.77), conference entry and hospitality (£201.67)",,,,,In kind,,,,,"6 Oleandrow, 00-629 Warsaw, Poland",,,,,558.77,,,,,2023-10-04,https://interests-api.parliament.uk/api/v1/Interests/1239,Stephen Doughty,4264,,2023-12-17,Attending and contributing to the Warsaw Security Forum in my role as Labour’s Shadow Minister for Europe and North America.,2023-10-24,Aug04_24,2023-10-02,International visit between 02 October 2023 and 04 October 2023,,,Poland,,,Warsaw,,
1589,,Visits outside the UK,False,,,,,True,,,,,Casimir Pulaski Foundation,,,,,"Flights and transfers (£183.57), accommodation (£187.80) and the average cost of the conference per person (£201.10)",,,,,In kind,,,,,"6 Oleandrow, 00-629 Warsaw, Poland",,,,,572.47,,,,,2023-10-04,https://interests-api.parliament.uk/api/v1/Interests/1589,Luke Pollard,4682,,2023-12-17,"Attending and speaking on a panel at the Warsaw Security Forum, involving participation in conference, seminars and expert discussion with Ministers, MPs, officials and third sector representatives.",2023-10-23,Aug04_24,2023-10-02,International visit between 02 October 2023 and 04 October 2023,,,Poland,,,Warsaw,,
