id,appg,category,donors_isprivateindividual_1,donors_isprivateindividual_2,donors_isprivateindividual_3,donors_isprivateindividual_4,donors_isprivateindividual_5,donors_issolebeneficiary_1,donors_issolebeneficiary_2,donors_issolebeneficiary_3,donors_issolebeneficiary_4,donors_issolebeneficiary_5,donors_name_1,donors_name_2,donors_name_3,donors_name_4,donors_name_5,donors_paymentdescription_1,donors_paymentdescription_2,donors_paymentdescription_3,donors_paymentdescription_4,donors_paymentdescription_5,donors_paymenttype_1,donors_paymenttype_2,donors_paymenttype_3,donors_paymenttype_4,donors_paymenttype_5,donors_publicaddress_1,donors_publicaddress_2,donors_publicaddress_3,donors_publicaddress_4,donors_publicaddress_5,donors_value_1,donors_value_2,donors_value_3,donors_value_4,donors_value_5,end_date,link,member,mnis_id,parent_interest_id,published,purpose,registered,source_archive,start_date,summary,twfy_id,updated_1,visitlocations_country_1,visitlocations_country_2,visitlocations_country_3,visitlocations_destination_1,visitlocations_destination_2,visitlocations_destination_3
11715,Switzerland,Visits outside the UK,True,False,,,,False,False,,,,Skigruppe der Bundesversammlung,Davos Klosters Bergbahnen AG,,,,"For my husband and I, ski pass (one person), ski guides, formal dinner and receptions (value approximate)","For my husband and I, ski pass (one person), value £373. I paid all other costs",,,,In kind,In kind,,,,,"Brämabühlstrasse 11, CH- 7270 Davos Platz",,,,1045.00,1418.00,,,,2025-01-07,https://interests-api.parliament.uk/api/v1/Interests/11715,Alison Griffiths,5203,,2025-01-27,"Participation in the 69th Annual British-Swiss Parliamentary ski week with the APPG for Switzerland, including political meetings with Swiss Parliamentarians and diplomats.",2025-01-27,Apr07_25,2024-12-31,International visit to Switzerland between 31 December 2024 and 07 January 2025,,,Switzerland,,,Davos,,
11683,APPG for Switzerland,Visits outside the UK,True,False,False,,,True,True,False,,,"Skigruppe der Bundesversammlung, c/o Daniela Schneeberger",Landschaft Davos,British Embassy Berne,,,Ski guiding,Ski passes,Formal Dinner and receptions,,,In kind,In kind,In kind,,,,"Rathaus, Berglilstutz1, CH - 7270 Davos Platz","Thunstrasse 50, CH - 3005 Bern",,,894.90,1206.33,670.28,,,2025-01-07,https://interests-api.parliament.uk/api/v1/Interests/11683,Jerome Mayhew,4739,,2025-01-24,"69th Annual British-Swiss Parliamentary ski week with the APPG for Switzerland, including political meetings with Swiss Parliamentarians and the British and Swizz Ambassadors.",2025-01-23,Apr07_25,2025-01-01,International visit to Switzerland between 01 January 2025 and 07 January 2025,,,Switzerland,,,,,
11686,,Visits outside the UK,False,True,,,,False,False,,,,Landschaft Davos,Skigruppe der Bundesversammlung,,,,"For two people, discounted ski-passes and guiding","For two people, hospitality (I paid all other costs)",,,,In kind,In kind,,,,"Landschaft Davos, Rathaus, Berglilstutz1, CH – 7270 Davos Platz",,,,,973.00,324.00,,,,2025-01-05,https://interests-api.parliament.uk/api/v1/Interests/11686,Andrew Griffith,4874,,2025-01-23,Participation in 69th Annual British-Swiss Parliamentary ski week.,2025-01-23,Apr07_25,2025-01-01,International visit to Switzerland between 01 January 2025 and 05 January 2025,,,Switzerland,,,,,
11674,APPG on Turkey,Visits outside the UK,False,,,,,True,,,,,Yunus Emre Institute,,,,,"Flights, accommodation and meals",,,,,In kind,,,,,"10 Maple Street, London W1T 5HA",,,,,1150.00,,,,,2024-12-27,https://interests-api.parliament.uk/api/v1/Interests/11674,Tahir Ali,4747,,2025-01-20,"As Chair of APPG Turkey to enhance understanding of Turkish culture and history, as well as to foster strong bilateral relations. Meeting with prominent business leaders including representative from the Istanbul Chamber of Commerce, to explore opportunities for improving trade relations and collaboration between the UK and Turkey.",2025-01-20,Apr07_25,2024-12-23,International visit to Turkey between 23 December 2024 and 27 December 2024,,,Turkey,,,Istanbul,,
11649,,Visits outside the UK,False,,,,,False,,,,,UK Bangladesh Catalysts of Commerce & Industry,,,,,"Travel (£1570.00), hotel (£780.00), local transport (£56.00). (My son travelled with me but I paid for his flight tickets etc, personally)",,,,,In kind,,,,,"UK Bangladesh Catalysts of Commerce & Industry
Unit- S1, The Montefiore Centre, Hanbury Street, London E1 5HZ",,,,,2406.00,,,,,2025-01-09,https://interests-api.parliament.uk/api/v1/Interests/11649,Dr Rupa Huq,4511,,2025-01-10,"Delegation to meet with national politicians, business leaders and local journalists to see the latest political, cultural and trade developments in the country.",2025-01-10,Apr07_25,2025-01-02,International visit to Bangladesh between 02 January 2025 and 09 January 2025,,,Bangladesh,,,,,
11648,,Visits outside the UK,False,,,,,True,,,,,Doha Forum,,,,,"Flights, accommodation, meal and transportation combined",,,,,In kind,,,,,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha Qatar",,,,,5955.00,,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11648,Dr Rupa Huq,4511,,2025-01-10,"To participate in the Doha Forum 2024 on Diplomacy, Dialogue and Diversity, including meetings with fellow cross-party Parliamentarians, political representatives of other countries and Qatari Ministers to discuss Qatar's role in seeking to resolve current regional conflicts.",2025-01-10,Apr07_25,2024-12-05,International visit to Qatar between 05 December 2024 and 09 December 2024,,,Qatar,,,Doha,,
11618,,Visits outside the UK,False,,,,,True,,,,,Coalition for Global Prosperity,,,,,"Visa (£24), travel (flights and cars) (£3142.20), hotel (£499), food and refreshments (£109.58)",,,,,In kind,,,,,"1 Horse Guards Avenue, London SW1A 2HU",,,,,3774.78,,,,,2024-12-06,https://interests-api.parliament.uk/api/v1/Interests/11618,Jerome Mayhew,4739,,2025-01-08,Vvisit to Nepal to see UK Development programmes ‘in-action’ and to meet with Nepalese foreign policy experts.,2025-01-08,Apr07_25,2024-12-01,International visit to Nepal between 01 December 2024 and 06 December 2024,,,Nepal,,,,,
11616,,Visits outside the UK,False,,,,,True,,,,,Somaliland Foreign Ministry,,,,,"Flights, accommodation, meals and miscellaneous costs",,,,,In kind,,,,,"Sha'ab Area Presidency Road 1 Hargeisa,90501",,,,,6352.83,,,,,2024-12-15,https://interests-api.parliament.uk/api/v1/Interests/11616,Sir Gavin Williamson,4108,,2025-01-08,To attend the inauguration of the President,2025-01-08,Apr07_25,2024-12-09,International visit to Somalia between 09 December 2024 and 15 December 2024,,,Somalia,,,,,
11484,,Visits outside the UK,False,,,,,False,,,,,Kosovo Ministry of Foreign Affairs,,,,,"Flights (£289.29), hotel (£131.88)",,,,,In kind,,,,,"Ruga Luan Haradinaj, Shesi Nene Tereza, 10000, Pristina Kosovo.",,,,,421.17,,,,,2024-11-16,https://interests-api.parliament.uk/api/v1/Interests/11484,Fabian Hamilton,415,,2025-01-08,To engage with members of the Government and Parliament of Kosovo and to learn about the challenges facing the country at present and in the future. To assess progress made since independence in 2008.,2025-01-07,Apr07_25,2024-11-14,International visit to Kosovo between 14 November 2024 and 16 November 2024,,,Kosovo,,,Pristina,,
11586,,Visits outside the UK,False,,,,,True,,,,,Ministry of Foreign Affairs,,,,,"Flights, accommodation and food, value",,,,,In kind,,,,,"Almirqab Tower, West Bay, Doha, Qatar",,,,,5955.00,,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11586,Alex Sobel,4658,,2025-01-06,"To participate at the Doha Forum 2024 on Diplomacy, Dialogue and Diversity, including meetings with fellow cross-party Parliamentarians, political representatives of other countries and Qatari Ministers to discuss Qatar's role in seeking to resolve current regional conflicts.",2025-01-05,Apr07_25,2024-12-06,International visit to Qatar between 06 December 2024 and 09 December 2024,,,Qatar,,,Doha,,
11587,,Visits outside the UK,False,,,,,True,,,,,"Shura Council, Kingdom of Bahrain",,,,,"Flights, accommodation and meals, £1500.00",,,,,In kind,,,,,"PO Box 10105, Kingdom of Bahrain",,,,,1500.00,,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11587,Fabian Hamilton,415,,2025-01-06,Attendance at the International Institute of Strategic Studies (IISS) Manama Dialogue 2024,2025-01-06,Apr07_25,2024-12-06,International visit to Bahrain between 06 December 2024 and 09 December 2024,,,Bahrain,,,Manama,,
11592,,Visits outside the UK,False,,,,,True,,,,,The New York Young Republicans Club,,,,,"Two night hotel accommodation (£1007.81), return flights (£2953.79), return airport transfer (£400.15)",,,,,In kind,,,,,"1375 Broadway Fl 3, New York, NY 10018",,,,,4361.75,,,,,2024-12-17,https://interests-api.parliament.uk/api/v1/Interests/11592,Nigel Farage,5091,,2025-01-06,Speaking engagement,2025-01-06,Apr07_25,2024-12-14,International visit to United States between 14 December 2024 and 17 December 2024,26352,,United States,,,,,
11584,,Visits outside the UK,False,,,,,True,,,,,Coalition for Global Prosperity,,,,,"Flights, hotel and subsistence",,,,,In kind,,,,,"1 House Guards Avenue, London SW1A 2HU",,,,,1806.44,,,,,2024-12-04,https://interests-api.parliament.uk/api/v1/Interests/11584,Dan Carden,4651,,2025-01-03,Overseas visit to Nepal to see UK development programmes and meet with Nepalese foreign policy experts.,2024-12-20,Apr07_25,2024-12-01,International visit to Nepal between 01 December 2024 and 04 December 2024,,,Nepal,,,,,
11578,,Visits outside the UK,False,,,,,True,,,,,Doha Forum,,,,,"Flights, accommodation and food",,,,,In kind,,,,,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",,,,,5955.00,,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11578,Naz Shah,4409,,2025-01-02,"To participate at the Doha Forum 2024 on Diplomacy, Dialogue and Diversity, including meetings with fellow cross-party Parliamentarians, political representatives of other countries as well as Ministers in Qatar on international issues.",2025-01-02,Apr07_25,2024-12-06,International visit to Qatar between 06 December 2024 and 09 December 2024,,,Qatar,,,Doha,,
11575,,Visits outside the UK,False,,,,,True,,,,,Doha Forum,,,,,"Flights, transfers, accommodation and meals",,,,,In kind,,,,,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",,,,,5955.00,,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11575,Melanie Ward,5240,,2024-12-31,"To participate in the Doha Forum 2024 on Diplomacy, Dialogue and Diversity, including meetings with fellow cross-party Parliamentarians, political representatives of other countries and Qatari Ministers to discuss Qatar's role in seeking to resolve current regional conflicts.",2024-12-31,Apr07_25,2024-12-06,International visit to Qatar between 06 December 2024 and 09 December 2024,,,Qatar,,,Doha,,
11556,,Visits outside the UK,False,,,,,False,,,,,ELNET,,,,,"Eurostar train (£537.76) hotel (£1,284) local transport (£100) for myself and my Office Policy Director",,,,,In kind,,,,,"Epworth House 25 City Road, London EC1Y 1AA",,,,,1921.76,,,,,2024-12-17,https://interests-api.parliament.uk/api/v1/Interests/11556,Sir Andrew Mitchell,1211,,2024-12-30,Taking part in the ELNET E3-Israel Strategic Dialogue Conference,2024-12-23,Apr07_25,2024-12-15,International visit to France between 15 December 2024 and 17 December 2024,,,France,,,Paris,,
11554,,Visits outside the UK,False,,,,,True,,,,,Government of Bahrain,,,,,"Flights (estimated £3200), hotel (estimated £1050), local transport (estimated £100)",,,,,In kind,,,,,"Embassy of The Kingdom of Bahrain, London
30 Belgrave Square, London SW1X 8QB",,,,,4350.00,,,,,2024-12-08,https://interests-api.parliament.uk/api/v1/Interests/11554,Sir Andrew Mitchell,1211,,2024-12-30,Attending the IISS Manama Dialogue,2024-12-23,Apr07_25,2024-12-05,International visit to Bahrain between 05 December 2024 and 08 December 2024,,,Bahrain,,,,,
11555,,Visits outside the UK,False,,,,,True,,,,,African Development Bank Group,,,,,"Flights (£2694), hotel (£182.73) local transport (£100)",,,,,In kind,,,,,"Avenue Joseph Anoma 01 BP 1387 Abidjan 01, Côte d'Ivoire",,,,,2976.73,,,,,2024-12-10,https://interests-api.parliament.uk/api/v1/Interests/11555,Sir Andrew Mitchell,1211,,2024-12-30,General discussions about international development,2024-12-23,Apr07_25,2024-12-08,International visit to Ivory Coast between 08 December 2024 and 10 December 2024,,,Ivory Coast,,,Abidjan,,
11535,,Visits outside the UK,False,,,,,True,,,,,The Finnish Embassy in the United Kingdom,,,,,"Flights (£416.06), accommodation (£379.93), meals (£165.87), public transport (£21.73)",,,,,In kind,,,,,"38 Chesham Place, London SW1X 8HW",,,,,983.59,,,,,2024-11-29,https://interests-api.parliament.uk/api/v1/Interests/11535,Noah Law,5302,,2024-12-30,"This visit was undertaken by my Senior Parliamentary Assistant, who participated in a Finnish Embassy sponsored visit for researchers and assistants, to learn about Finnish security and defence policy.",2024-12-19,Apr07_25,2024-11-26,International visit to Finland between 26 November 2024 and 29 November 2024,,,Finland,,,,,
11562,,Visits outside the UK,False,,,,,False,,,,,"Ministry of Foreign Affairs, Qatar",,,,,"Flights (£12,500), Hotel (£1,615.65) (Spouse stayed in accommodation post hospital stay), Emergency hospital treatment (£2,126.19) and Prescriptions (£66.72)",,,,,In kind,,,,,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",,,,,16308.56,,,,,2024-12-15,https://interests-api.parliament.uk/api/v1/Interests/11562,Alicia Kearns,4805,,2024-12-29,Attending the Doha Forum 2024 and emergency hospitalisation for 6 days.,2024-12-29,Apr07_25,2024-12-05,International visit to Qatar between 05 December 2024 and 15 December 2024,,,Qatar,,,,,
11558,,Visits outside the UK,False,False,,,,False,False,,,,Bahrain Ministry of Foreign Affairs,Gulf Air,,,,"Flights (£660.69 for two people)
Hotel (£630 for two people)","Free upgrade to Falcon Gold class seats provided by the airline, in line with their policy of upgrading officials visiting the Kingdom. Equivalent value of £2425.43 per person",,,,In kind,In kind,,,,"PO Box 547, Government Road, Manama.","The Mille, 1000 Great West Road, Brentford, Middlesex TW8 9DW",,,,2581.38,4850.86,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11558,Priti Patel,4066,,2024-12-24,"To attend the annual Manama Dialogue in role as Shadow Foreign Secretary: a forum for policymakers and experts to debate and discuss the Middle East’s foreign policy, defence and security challenges. (A CCHQ political adviser accompanied me on this trip.)",2024-12-24,Apr07_25,2024-12-05,International visit to Bahrain between 05 December 2024 and 09 December 2024,,,Bahrain,,,Manama,,
11546,,Visits outside the UK,False,,,,,True,,,,,Doha Forum,,,,,"Flights, accommodation and food (estimated)",,,,,In kind,,,,,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha Qatar",,,,,5955.00,,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11546,Yasmin Qureshi,3924,,2024-12-23,"To participate at the Doha Forum 2024 on Diplomacy, Dialogue and Diversity, including meetings with fellow cross-party Parliamentarians, political representatives of other countries and Qatari Ministers to discuss Qatar's role in seeking to resolve current regional conflicts.",2024-12-22,Apr07_25,2024-12-06,International visit to Qatar between 06 December 2024 and 09 December 2024,,,Qatar,,,,,
11549,,Visits outside the UK,False,,,,,True,,,,,Doha Forum,,,,,"Flights, accommodation and food",,,,,In kind,,,,,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha Qatar",,,,,5955.00,,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11549,Florence Eshalomi,4870,,2024-12-23,"To attend the annual Doha Forum 2024, to participate at the Doha Forum 2024 on Diplomacy, Dialogue and Diversity, including meetings with fellow cross-party Parliamentarians, political representatives of other countries and Qatari Ministers to discuss Qatar’s role in seeking to resolve current regional conflicts.",2024-12-23,Apr07_25,2024-12-06,International visit to Qatar between 06 December 2024 and 09 December 2024,,,Qatar,,,Doha,,
11540,,Visits outside the UK,False,,,,,False,,,,,"Ruth J. Simmons Center for the Study of Slavery and Justice, Brown University,",,,,,"Flights (£6,005.39) and accommodation (£831.45) total cost for myself and my spouse",,,,,In kind,,,,,"94 Waterman Street, Box 1895, Providence RI 02912",,,,,6836.84,,,,,2024-12-06,https://interests-api.parliament.uk/api/v1/Interests/11540,Jeremy Corbyn,185,,2024-12-23,To deliver the keynote speech at the Michael Manley Centennial Conference,2024-12-20,Apr07_25,2024-12-02,International visit to Jamaica between 02 December 2024 and 06 December 2024,,,Jamaica,,,Kingston,,
11531,,Visits outside the UK,False,,,,,True,,,,,ELNET,,,,,"Flights, accommodation, and meals",,,,,In kind,,,,,"Epworth House, 25 City Road, London EC1Y 1AA",,,,,561.94,,,,,2024-12-12,https://interests-api.parliament.uk/api/v1/Interests/11531,Mrs Sharon Hodgson,1521,,2024-12-20,"Invited to attend the ELNET conference on Antisemitism: Actions Matter, to share expertise and insight on the subject, and to meet and join other experts from politics, academia, and civil society to explore strategies and practises to protect Jewish communities globally.",2024-12-20,Apr07_25,2024-12-11,International visit to Austria between 11 December 2024 and 12 December 2024,,,Austria,,,Vienna,,
11534,,Visits outside the UK,False,,,,,True,,,,,The Prague Society for International Cooperation,,,,,"Flights (£661), accommodation (£300) and hospitality (£250)",,,,,In kind,,,,,"Vězeňská 116/5, 110 00 Prague 1, Old Town Czechia",,,,,1211.00,,,,,2024-11-21,https://interests-api.parliament.uk/api/v1/Interests/11534,Mark Pritchard,1576,,2024-12-20,"To speak and chair meetings of Russian political dissidents in Bratislava, Slovakia, in my capacity as Vice President of the OSCE Parliamentary Assembly.",2024-12-19,Apr07_25,2024-11-18,International visit to Slovakia between 18 November 2024 and 21 November 2024,,,Slovakia,,,Bratislava,,
11537,,Visits outside the UK,False,,,,,True,,,,,"Coalition for Global Prosperity (CGP), company registration number 10894509",,,,,"Travel (£3,142.20), hotel (£499), food and refreshments (£109.58), Visa (£24)",,,,,In kind,,,,,"1 Horse Guards Avenue, London SW1A 2HU",,,,,3774.78,,,,,2024-12-06,https://interests-api.parliament.uk/api/v1/Interests/11537,David Reed,5347,,2024-12-20,Visit to Nepal to see UK Development programmes ‘in-action’ and to meet with Nepalese foreign policy experts,2024-12-19,Apr07_25,2024-12-01,International visit to Nepal between 01 December 2024 and 06 December 2024,,,Nepal,,,,,
11517,India APPG,Visits outside the UK,False,False,,,,True,True,,,,The Observer Research Foundation,The 1928 Institute,,,,"Flights, Accommodation, Meals","Flights, accommodation and meals",,,,In kind,In kind,,,,"20, Rouse Avenue Institutional area, New Delhi, India","3a Market Place, Woodstock OX20 1SY",,,,1850.00,3047.00,,,,2024-11-21,https://interests-api.parliament.uk/api/v1/Interests/11517,Helena Dollimore,5192,,2024-12-19,"Cross party delegation of MPs to India to attend the Great Oceans Dialogue Conference. Meeting with British High Commission, Indian policymakers and civil society.",2024-12-18,Apr07_25,2024-11-16,International visit to India between 16 November 2024 and 21 November 2024,,,India,,,"Delhi, Jaipur",,
11519,APPG for International Freedom of Religion or Belief,Visits outside the UK,False,,,,,False,,,,,The FoRB Foundation (Secretariat to APPG FoRB),,,,,"Accommodation and food (£621), fights (£1057.59), Visa (£100)",,,,,Monetary,,,,,"5 Thornbury Close, Merthyr Tydfil CF48 1HP",,,,,1778.59,,,,,2024-12-10,https://interests-api.parliament.uk/api/v1/Interests/11519,Ruth Jones,4716,,2024-12-19,"Attending the Dare to Overcome 2024 conference, organised by a stakeholder of the APPG FoRB  (the Religious Freedom & Business Foundation) and to participate in the panel discussion 'Women in the Workplace'.  The conference celebrated golbal best practice that fosters inclusivity in the workplace and looked at equality in the workplace with religious belief and women as a focus.",2024-12-18,Apr07_25,2024-12-07,International visit to India between 07 December 2024 and 10 December 2024,,,India,,,,,
11521,,Visits outside the UK,False,,,,,True,,,,,Bahrain Ministry of Foreign Affairs,,,,,Flights and accommodation,,,,,In kind,,,,,"PO Box 547, Kingdom of Bahrain",,,,,1038.69,,,,,2024-12-09,https://interests-api.parliament.uk/api/v1/Interests/11521,Layla Moran,4656,,2024-12-18,To attend the International Institute of Security Studies Manama Dialogue,2024-12-18,Apr07_25,2024-12-05,International visit to Bahrain between 05 December 2024 and 09 December 2024,,,Bahrain,,,,,
11508,India APPG,Visits outside the UK,False,False,,,,True,True,,,,The Observer Research Foundation,The 1928 Institute,,,,"Flights, accommodation, meals","Flights, accommodation, meals",,,,In kind,In kind,,,,"20, Rouse Avenue Institutional Area, New Delhi, India","Woodstock Accountancy, 3a Market Place, Woodstock OX20 1SY",,,,3150.00,424.00,,,,2024-11-20,https://interests-api.parliament.uk/api/v1/Interests/11508,Kanishka Narayan,5039,,2024-12-17,Delegation to India to attend Great Oceans dialogue conference and meeting with Indian policymakers and civil society,2024-12-16,Apr07_25,2024-11-17,International visit to India between 17 November 2024 and 20 November 2024,,,India,,,,,
11509,,Visits outside the UK,False,,,,,True,,,,,Coalition for Global Prosperity (CGP),,,,,"Travel, flights and cars (£2,626.30), hotel (£499), food and refreshments (£96.49)",,,,,In kind,,,,,"1 Horse Guards Avenue, London SW1A 2HU",,,,,3245.79,,,,,2024-12-06,https://interests-api.parliament.uk/api/v1/Interests/11509,Shivani Raja,5068,,2024-12-17,Overseas visit to Nepal to see UK Development programmes in-action and to meet with Nepalese foreign policy experts,2024-12-16,Apr07_25,2024-12-01,International visit to Nepal between 01 December 2024 and 06 December 2024,,,Nepal,,,,,
11483,,Visits outside the UK,False,,,,,False,,,,,Embassy of Finland,,,,,"My Parliamentary researcher undertook the trip. Flights (£415.76),
accommodation (£379.52), meals (£165.69), public transport (£21.71)",,,,,In kind,,,,,"38 Chesham Place, Belgravia, London SW1X 8HW",,,,,982.68,,,,,2024-11-29,https://interests-api.parliament.uk/api/v1/Interests/11483,Richard Foord,4942,,2024-12-17,Educational Trip,2024-12-12,Apr07_25,2024-11-26,International visit to Finland between 26 November 2024 and 29 November 2024,,,Finland,,,Helsinki,,
11498,,Visits outside the UK,False,,,,,True,,,,,European Jewish Association,,,,,"European Jewish Association's Annual Delegation to Krakow and Auschwitz. Flights, accommodation and meals provided",,,,,In kind,,,,,"Rue du Cornet 22, 1020 Brussels, Belgium",,,,,700.00,,,,,2024-11-19,https://interests-api.parliament.uk/api/v1/Interests/11498,Mark Sewards,5166,,2024-12-16,Invited to join European Jewish Association's Annual Delegation to Krakow and Auschwitz as a member of the Education Select Committee,2024-12-15,Apr07_25,2024-11-17,International visit to Poland between 17 November 2024 and 19 November 2024,,,Poland,,,Krakow,,
11452,India APPG,Visits outside the UK,False,False,False,,,True,True,True,,,The Observer Research Foundation,The 1928 Institute,UK-India Business Council,,,"Flights, accommodation, meals","Flights, accommodation, meals","Accommodation, meals",,,In kind,In kind,In kind,,,"20, Rouse Avenue Institutional Area, New Delhi, India","Woodstock Accountancy, 3a Market Place, Woodstock OX20 1SY,
Company number 13877908","3 Orchard Pl, London SW1H 0BF",,,3150.00,424.00,370.00,,,2024-11-22,https://interests-api.parliament.uk/api/v1/Interests/11452,Mrs Sharon Hodgson,1521,,2024-12-13,"Delegation to India to attend the Great Oceans Dialogue conference. Meeting with the British High Commission, Indian policymakers, and civil society. Also attended the UKIBC Conference in Delhi during this delegation.",2024-12-12,Apr07_25,2024-11-17,International visit to India between 17 November 2024 and 22 November 2024,,,India,,,"Delhi, Jaipur",,
11474,,Visits outside the UK,False,,,,,True,,,,,Halifax International Security Forum,,,,,"Flights (£1542.15), transportation (£85.68), hotel (£755.04), meals (£444.43)",,,,,In kind,,,,,"1740 N Street, NW Washington, DC 20036",,,,,2827.60,,,,,2024-11-25,https://interests-api.parliament.uk/api/v1/Interests/11474,Alicia Kearns,4805,,2024-12-13,Attending and speaking at the Halifax International Security Forum,2024-12-11,Apr07_25,2024-11-21,International visit to Canada between 21 November 2024 and 25 November 2024,,,Canada,,,Halifax,,
11342,,Visits outside the UK,False,,,,,True,,,,,Mauritius Labour Party (MLP),,,,,"Business class return flights to Mauritius, airport transfers and inclusive hotel accommodation",,,,,In kind,,,,,"25 Reserves Street, Les Salines, Port Louis Mauritius",,,,,13302.00,,,,,2024-11-17,https://interests-api.parliament.uk/api/v1/Interests/11342,Sir Geoffrey Cox,1508,,2024-12-12,"Invitation of the Mauritius Labour Party (as part of a group of MPs) to observe and monitor the general election, to hold discussions with members of the incoming government and to witness the transition of power to the new government.",2024-12-10,Apr07_25,2024-11-08,International visit to Mauritius between 08 November 2024 and 17 November 2024,,,Mauritius,,,,,
11485,Climate and Nature,Visits outside the UK,False,,,,,True,,,,,International Conservation Caucus Foundation,,,,,"Flights (£1,502.99), accommodation (£438), 4 nights hospitality (£110)",,,,,In kind,,,,,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",,,,,2050.99,,,,,2024-10-28,https://interests-api.parliament.uk/api/v1/Interests/11485,Cameron Thomas,5354,,2024-12-12,COP16 conference,2024-12-12,Apr07_25,2024-10-22,International visit to Colombia between 22 October 2024 and 28 October 2024,,,Colombia,,,,,
11464,India All-Party Parliamentary Group,Visits outside the UK,False,False,False,,,True,True,True,,,The Observer Research Foundation,The 1928 Institute (Secretariat to the India APPG),UK-India Business Council,,,"International flights (£2,800), hotel (£300), food (£50)",Domestic Flights (£184) Hotel Stay (£170) Food (£70),"Hotel (£350), Food (£20)",,,In kind,In kind,In kind,,,"20, Rouse Avenue Institutional Area, New Delhi, India","Woodstock Accountancy, 3a Market Place, Woodstock OX20 1SY (company number 13877908)","3 Orchard Pl, London SW1H 0BF",,,3150.00,424.00,370.00,,,2024-11-22,https://interests-api.parliament.uk/api/v1/Interests/11464,Shivani Raja,5068,,2024-12-09,A trip through the APPG to strengthen bi-lateral relations between two nations,2024-12-09,Apr07_25,2024-11-15,International visit to India between 15 November 2024 and 22 November 2024,,,India,,,,,
11463,,Visits outside the UK,False,,,,,True,,,,,IQ TRAINING LTD,,,,,Accommodation and flights,,,,,In kind,,,,,"128 City Road, London, United Kingdom EC1V 2NX",,,,,2200.00,,,,,2024-11-10,https://interests-api.parliament.uk/api/v1/Interests/11463,Dr Zubir Ahmed,5213,,2024-12-09,To assess different technologies involved in providing community based diagnostics,2024-12-09,Apr07_25,2024-11-09,International visit to Italy between 09 November 2024 and 10 November 2024,,,Italy,,,Florence,,
11459,,Visits outside the UK,False,,,,,True,,,,,International Finance Facility for Education,,,,,"Flight, hotel and food costs between London and Zurich",,,,,In kind,,,,,"c/o Lenz and Staehelin, Route de Chene 30A, 1208 Geneve, Switzerland",,,,,763.33,,,,,2024-11-16,https://interests-api.parliament.uk/api/v1/Interests/11459,Sir Julian Smith,4118,,2024-12-09,"to attend an awards evening in my capacity as unpaid Executive Chair, IFFed",2024-12-09,Apr07_25,2024-11-15,International visit to Switzerland between 15 November 2024 and 16 November 2024,,,Switzerland,,,Zurich,,
11461,,Visits outside the UK,False,,,,,True,,,,,International Finance Facility for Education,,,,,Return flight between London and Dublin plus meal costs incurred,,,,,In kind,,,,,"c/o Lenz and Staehelin, Route de Chene 30A, 1208 Geneve, Switzerland",,,,,376.03,,,,,2024-11-25,https://interests-api.parliament.uk/api/v1/Interests/11461,Sir Julian Smith,4118,,2024-12-09,"to attend meetings in my capacity as unpaid Executive Chair, IFFed",2024-12-09,Apr07_25,2024-11-25,International visit to Ireland on 25 November 2024,,,Ireland,,,,,
11426,,Visits outside the UK,False,,,,,True,,,,,Beyond Srebrenica,,,,,Flights (£605) Accommodation and meals (£295),,,,,In kind,,,,,"c/o Turcan Connell Solicitors, Princes Exchange, Earl Grey Street, Edinburgh EH3 9EE",,,,,900.00,,,,,2024-11-06,https://interests-api.parliament.uk/api/v1/Interests/11426,Stephen Flynn,4735,,2024-12-06,Beyond Srebrenica is a charity that promotes awareness of the Srebrenica genocide and the wider atrocities against the Bosnian population. The visit was in line with the charities founding objectives.,2024-12-03,Apr07_25,2024-11-03,International visit to Bosnia and Herzegovina between 03 November 2024 and 06 November 2024,,,Bosnia and Herzegovina,,,Sarajevo & Srebrenica,,
11447,,Visits outside the UK,False,,,,,False,,,,,Embassy of Finland in London,,,,,"Flights (£415.17), accommodation (£379.11), meals (£165.51), public transport (£21.68)",,,,,In kind,,,,,"38 Chesham Place, London,SW1X 8HW",,,,,981.60,,,,,2024-11-29,https://interests-api.parliament.uk/api/v1/Interests/11447,Alicia Kearns,4805,,2024-12-06,"Study trip undertaken by a member of my staff to learn about comprehensive security, Finnish and foreign security policy, and Finland's accession into NATO.",2024-12-05,Apr07_25,2024-11-26,International visit to Finland between 26 November 2024 and 29 November 2024,,,Finland,,,,,
