ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,Appg,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Link,Updated_2
7114,Coalition for Global Prosperity - £578.26,,2024-07-23,2024-07-24,,"Gifts, benefits and hospitality from UK sources",5348,David Taylor,,In kind,"Accommodation, meals and attendance at a two day foreign policy conference for parliamentary candidates at Ditchley Park, Oxfordshire",578.26,2023-09-07,2023-09-07,,False,Coalition for Global Prosperity,"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity,,10894509,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7114,
7124,"Silverstone Circuits Limited - £3,636.00",,2024-07-24,2024-07-24,,"Gifts, benefits and hospitality from UK sources",5355,Sarah Bool,,In kind,"Two tickets to Grand Prix race day in the Directors' Box for myself and a guest (£1,515 plus VAT per ticket)",3636.00,2024-07-07,2024-07-07,,False,Silverstone Circuits Limited,"Silverstone Circuit, Towcester, Northamptonshire NN12 8TN",Company,Silverstone Circuits Limited,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7124,
7190,"Carlton Club - £2,500.00",,2024-07-24,2024-07-24,,"Gifts, benefits and hospitality from UK sources",5089,Ben Obese-Jecty,,In kind,Temporary club membership as a prospective parliamentary candidate until the General Election,2500.00,2023-10-10,2023-10-10,2024-07-04,True,Carlton Club,"69 St. James's Street, London SW1A 1PJ",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7190,
6864,Welspun UK Limited - £550.00,,2024-07-22,2024-07-24,,"Gifts, benefits and hospitality from UK sources",4811,Navendu Mishra,,In kind,Two tickets to Wimbledon used by family members,550.00,2024-06-25,2024-07-13,,False,Welspun UK Limited,"6th Floor, Regent House, Heaton Lane, Stockport SK4 1BS",Company,Welspun UK Limited,,03902741,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6864,
6949,"The Carlton Club - £2,635.00",,2024-07-23,2024-07-23,,"Gifts, benefits and hospitality from UK sources",5186,Bradley Thomas,,In kind,Temporary admission to the Carlton Club as a Parliamentary Candidate,2635.00,2023-09-01,2023-09-01,,True,The Carlton Club,"69 St James's Street, London SW1A 1PJ",Company,The Carlton Club,,00573221,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6949,
6950,"The Carlton Club - £2,635.00",,2024-07-23,2024-07-23,,"Gifts, benefits and hospitality from UK sources",5330,Mr Peter Bedford,,In kind,Use of the Carlton Club facilities from 1 September 2023 until the General Election on 4 July 2024,2635.00,2023-09-01,2023-09-01,2024-07-04,True,The Carlton Club,"69 St James's Street, London SW1A 1PJ",Company,The Carlton Club,,00573221,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6950,
7080,"The Football Association Premier League Limited - £2,000.00",,2024-07-23,2024-07-23,,"Gifts, benefits and hospitality from UK sources",4125,Catherine McKinnell,,In kind,Two tickets with hospitality to Taylor Swift concert,2000.00,2024-06-21,2024-06-21,,False,The Football Association Premier League Limited,"57 North Wharf Road, London W2 1HQ",Company,The Football Association Premier League Limited,,02719699,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7080,
7082,Coalition for Global Prosperity (CGP) - £395.69,,2024-07-23,2024-07-23,,"Gifts, benefits and hospitality from UK sources",5186,Bradley Thomas,,In kind,"Accomodation, meals, parking and attendance at a two day foreign policy conference for parliamentary candidates at St George’s House, Windsor Castle",395.69,2023-07-20,2023-07-20,,True,Coalition for Global Prosperity (CGP),"1 Horse Guards Avenue, London SW1A 2HU",Company,Coalition for Global Prosperity (CGP),,10894509,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7082,
7109,"JBC Defence Fund Ltd - £2,916.67",,2024-07-23,2024-07-23,,"Gifts, benefits and hospitality from UK sources",185,Jeremy Corbyn,,Monetary,Legal fees paid to my solicitor in the case of Millett Vs Corbyn,2916.67,2024-07-17,2024-07-17,,True,JBC Defence Fund Ltd,"Lytchett House, 13 Freeland Park, Wareham, Poole,  Dorset BH16 6FA",Company,JBC Defence Fund Ltd,,"Ltd company, registration 12956185",Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7109,
6862,"The Carlton Club - £2,635.00",,2024-07-23,2024-07-23,,"Gifts, benefits and hospitality from UK sources",5050,Lewis Cocking,,In kind,Temporary admission to the club whilst a PPC,2635.00,2023-09-25,2023-09-25,2024-07-04,False,The Carlton Club,"69 St James's Street, London SW1A 1PJ",Company,The Carlton Club,,00573221,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6862,
6861,"The Football Association Premier League Limited - £4,000.00",,2024-07-22,2024-07-22,,"Gifts, benefits and hospitality from UK sources",4514,Sir Keir Starmer,,In kind,Four tickets with hospitality to Taylor Swift concert,4000.00,2024-06-21,2024-06-21,,False,The Football Association Premier League Limited,"57 North Wharf Road, London W2 1HQ",Company,The Football Association Premier League Limited,,02719699,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6861,
6882,Leeds Cricket Football & Athletic Co. Ltd (Leeds Rhinos) - £576.00,,2024-07-22,2024-07-22,,"Gifts, benefits and hospitality from UK sources",4993,Keir Mather,,In kind,Two tickets and dinner in Howard Suite at Leeds Rhinos vs Hull KR,576.00,2024-07-20,2024-07-20,,False,Leeds Cricket Football & Athletic Co. Ltd (Leeds Rhinos),"Headingley Stadium, St Michael's Lane, Leeds LS6 3BR",Company,Leeds Cricket Football & Athletic Co. Ltd (Leeds Rhinos),,00028301,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6882,
6781,Age Partnership Group Limited - £450.00,,2024-07-22,2024-07-22,,"Gifts, benefits and hospitality from UK sources",4658,Alex Sobel,,In kind,Three Tickets and hospitality to Leeds Rhinos v Castleford Tigers,450.00,2024-06-01,2024-06-01,,False,Age Partnership Group Limited,"2200 Century Way, Thorpe Park, Leeds LS15 8ZB",Company,Age Partnership Group Limited,,09073284,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6781,
6757,English Football League - £900.00,,2024-07-22,2024-07-22,,"Gifts, benefits and hospitality from UK sources",4658,Alex Sobel,,In kind,Two tickets and hospitality for the Championship play off final,900.00,2024-05-26,2024-05-26,,False,English Football League,"EFL House, 10-12 West Cliff, Preston PR1 8HU",Company,English Football League,,00080612,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6757,
6609,"National Liberal Club Ltd - £1,183.90",,2024-07-18,2024-07-19,,"Gifts, benefits and hospitality from UK sources",5219,Mike Martin,,In kind,Honorary Membership of National Liberal Club as an  Liberal Democrat MP,1183.90,2024-07-08,2024-07-12,,True,National Liberal Club Ltd,"1 Whitehall Place, London SW1A 2HE",Company,National Liberal Club Ltd,,01355034,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6609,
6743,"Carlton Club (London) Ltd - £1,367.00",,2024-07-19,2024-07-19,,"Gifts, benefits and hospitality from UK sources",5101,Sir Ashley Fox,,In kind,Granted temporary admission to the Carlton Club from my selection as a Conservative candidate in September 2023 to the General Election in July 2024,1367.00,2023-09-11,2023-09-11,2024-07-04,True,Carlton Club (London) Ltd,"69 St James's Street
London SW1A 1PJ",Company,Carlton Club (London) Ltd,,00573221,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6743,
6161,"Mr Mike Brennan - £2,000.00",,2024-07-11,2024-07-17,,"Gifts, benefits and hospitality from UK sources",5332,Lincoln Jopp,,In kind,Accommodation at the donor's house in the constituency be able to campaign more effectively from 1 June 2024 to 4 July 2024.  approximately,2000.00,2024-06-01,2024-06-01,2024-07-04,True,Mr Mike Brennan,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/6161,
6273,"The Ivors Academy - £1,920.00",,2024-07-15,2024-07-16,,"Gifts, benefits and hospitality from UK sources",1587,Pat McFadden,,In kind,"Two tickets to the Ivor Novello Awards ceremony, value £800 + VAT (per ticket)",1920.00,2024-05-23,2024-05-23,,False,The Ivors Academy,"1 Upper James Street, London W1F 9DE",Company,The Ivors Academy,,03643088,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6273,
5981,"JBC Defence Ltd - £2,916.67",,2024-07-09,2024-07-12,,"Gifts, benefits and hospitality from UK sources",185,Jeremy Corbyn,,Monetary,The money went directly to the solicitor in the case of case of Millett Vs Corbyn,2916.67,2024-06-04,2024-06-04,,True,JBC Defence Ltd,"Lytchett House, 13 Freeland Park, Wareham, Poole,  
Dorset BH16 6FA",Company,JBC Defence Ltd,,12956185,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5981,
5976,Akzo Nobel - £895.00,,2024-07-09,2024-07-12,,"Gifts, benefits and hospitality from UK sources",4638,Mr Tanmanjeet Singh Dhesi,,In kind,"Attended for a couple of hours to meet senior leadership and board members of Akzo Nobel, and other stakeholders within their RHS Chelsea Flower Show hospitality area",895.00,2024-05-21,2024-05-21,,True,Akzo Nobel,"Akzo Nobel, Wexham Rd, Slough SL2 5DS",Company,Akzo Nobel,,00128124,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5976,
5982,Lloyds Banking Group plc - £370.00,,2024-07-09,2024-07-12,,"Gifts, benefits and hospitality from UK sources",4518,Tulip Siddiq,,In kind,2 tickets to the RHS Chelsea Flower Show Gala preview event and dinner (valued at £185 each),370.00,2024-05-20,2024-05-20,,False,Lloyds Banking Group plc,"8th Floor, 25 Gresham Street, London EC2V 7HN",Company,Lloyds Banking Group plc,,2065,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5982,
6094,Silverstone Circuits Ltd - £464.00,,2024-07-11,2024-07-11,,"Gifts, benefits and hospitality from UK sources",4263,Lucy Powell,,In kind,Two tickets to the British Grand Prix,464.00,2024-07-07,2024-07-07,,False,Silverstone Circuits Ltd,"Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Ltd,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6094,
6086,Epsom Downs Racecourse - £700.00,,2024-07-11,2024-07-11,,"Gifts, benefits and hospitality from UK sources",4066,Priti Patel,,In kind,Two tickets with hospitality for Epsom Derby,700.00,2024-06-01,2024-06-01,,False,Epsom Downs Racecourse,"Epsom Downs, Surrey KT18 5LQ",Company,Epsom Downs Racecourse,,01752969,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6086,
6083,"Silverstone Circuits Ltd - £3,300.00",,2024-07-11,2024-07-11,,"Gifts, benefits and hospitality from UK sources",4066,Priti Patel,,In kind,"Two tickets with hospitality in the Legends Suite at Silverstone for the British Grand Prix (£1,650 each)",3300.00,2024-07-07,2024-07-07,,False,Silverstone Circuits Ltd,"The Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Ltd,,882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6083,
6090,The Football Association - £400.00,,2024-07-11,2024-07-11,,"Gifts, benefits and hospitality from UK sources",4263,Lucy Powell,,In kind,I attended the FA Cup semi-final game Manchester City v Manchester United with one guest (two tickets with hospitality),400.00,2024-05-25,2024-05-25,,False,The Football Association,"Wembley Stadium, Wembley, London HA9 0WS",Company,The Football Association,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6090,
6091,Football Association - £100.00,,2024-07-11,2024-07-11,,"Gifts, benefits and hospitality from UK sources",4263,Lucy Powell,,In kind,Two tickets for staff to Women's FA cup final,100.00,2024-05-25,2024-05-25,,False,Football Association,"Wembley Stadium, Wembley, London HA9 0WS",Company,Football Association,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6091,
5941,"Manchester City Football Club ltd. - £1,798.00",,2024-07-08,2024-07-11,,"Gifts, benefits and hospitality from UK sources",4110,Dame Karen Bradley,,In kind,Ticket plus hospitality to Man City v Man United match at Wembley,1798.00,2024-05-25,2024-05-25,,True,Manchester City Football Club ltd.,"Etihad Stadium, Etihad campus, Manchester M11 3FF",Company,Manchester City Football Club ltd.,,40946,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5941,
6076,"Manchester City Football Club - £1,400.00",,2024-07-11,2024-07-11,,"Gifts, benefits and hospitality from UK sources",473,Sir Mark Hendrick,,In kind,Ticket to the FA Cup Final at Wembley Stadium in private box,1400.00,2024-05-25,2024-05-25,,True,Manchester City Football Club,"Etihad Stadium, Etihad Campus, Manchester M11 3FF",Company,Manchester City Football Club,,00040946,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6076,
5942,"City Football Group - £1,798.00",,2024-05-24,2024-07-11,,"Gifts, benefits and hospitality from UK sources",4456,Jeff Smith,,In kind,Ticket to the FA Cup Final with hospitality,1798.00,2024-05-25,2024-05-25,,True,City Football Group,"City Football Hq, 400 Ashton New Road, Manchester M11 4TQ",Company,City Football Group,,08355862,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5942,
5943,Music Publishers Association - £720.00,,2024-07-08,2024-07-11,,"Gifts, benefits and hospitality from UK sources",4456,Jeff Smith,,In kind,Ticket to the Ivor Novello Awards,720.00,2024-05-23,2024-05-23,,True,Music Publishers Association,"107 Gray's Inn Road, London WC1X 8TZ",Company,Music Publishers Association,,00140248,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5943,
6021,"Global Media Entertainment - £1,320.00",,2024-07-10,2024-07-10,,"Gifts, benefits and hospitality from UK sources",1572,Sir Jeremy Hunt,,In kind,"5 tickets with VIP access to Capital Summertime Ball, accompanied by family. Each ticket £264",1320.00,2024-06-16,2024-06-16,,False,Global Media Entertainment,"30 Leicester Square, London WC2H 7LA",Company,Global Media Entertainment,,06251684,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6021,
5967,"Silverstone Circuits Ltd - £4,168.00",,2024-07-09,2024-07-09,,"Gifts, benefits and hospitality from UK sources",4110,Dame Karen Bradley,,In kind,Four tickets (two with hospitality) to the Grand Prix at Silverstone on 7 July,4168.00,2024-07-07,2024-07-07,,True,Silverstone Circuits Ltd,"The Jimmy Brown Centre, Silverstone Circuit, Towcester NN12 8TN",Company,Silverstone Circuits Ltd,,00882843,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5967,
5931,UKREiiF Limited - £350.00,,2024-05-28,2024-05-28,,"Gifts, benefits and hospitality from UK sources",1491,Kerry McCarthy,,In kind,"Hotel accommodation for overnight stay in Leeds, in relation to attendance at REiiF 2024 (£150) and rail travel to Leeds from London, and from Leeds to Bristol (approx. £200)",350.00,2024-05-22,2024-05-22,2024-05-23,True,UKREiiF Limited,"Highwood, Harrogate Road, Leeds LS17 9JB",Company,UKREiiF Limited,,15086201,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5931,
5887,The Football Association - £338.00,,2024-05-28,2024-05-28,,"Gifts, benefits and hospitality from UK sources",4119,Jonathan Reynolds,,In kind,Two tickets with hospitality for the Manchester City v Manchester United FA Cup Final at Wembley Stadium,338.00,2024-05-25,2024-05-25,,False,The Football Association,"Wembley Stadium, Wembley, London HA9 0WS",Company,The Football Association,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5887,
5924,"CSC Computer Sciences Limited (Trading as DXC Technology Ltd) - £1,000.00",,2024-05-28,2024-05-28,,"Gifts, benefits and hospitality from UK sources",4504,Wes Streeting,,In kind,"Two tickets and hospitality, for me and a member of staff, for Manchester United against Arsenal",1000.00,2024-05-12,2024-05-12,,False,CSC Computer Sciences Limited (Trading as DXC Technology Ltd),"Royal Pavilion, Wellesley Road, Aldershot GU11 1PZ",Company,CSC Computer Sciences Limited (Trading as DXC Technology Ltd),,00963578,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5924,
5865,"Hakluyt and Company Ltd - £2,411.00",,2024-05-23,2024-05-24,,"Gifts, benefits and hospitality from UK sources",4621,Darren Jones,,In kind,"Travel, accommodation and meal costs for my wife and I to attend a Hakluyt Forum conference in the UK",2411.00,2024-05-16,2024-05-16,,False,Hakluyt and Company Ltd,"34 Upper Brook St, London W1K 7QS",Company,Hakluyt and Company Ltd,,03481321,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5865,
5828,National Theatre - £358.00,,2024-05-21,2024-05-24,,"Gifts, benefits and hospitality from UK sources",4514,Sir Keir Starmer,,In kind,"Four tickets to see ""Nye"" plus dinner",358.00,2024-05-08,2024-05-08,,False,National Theatre,"South Bank, Southwark, London SE1 9PX",Company,National Theatre,,749504,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5828,
5870,"Lord Waheed Ali - £16,200.00",,2024-04-24,2024-05-24,2024-05-24,"Gifts, benefits and hospitality from UK sources",4514,Sir Keir Starmer,,In kind,Work clothing,16200.00,2024-04-17,2024-04-17,,True,Lord Waheed Ali,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5870,
5824,Lloyds Bank plc - £370.00,,2024-05-21,2024-05-23,,"Gifts, benefits and hospitality from UK sources",1572,Sir Jeremy Hunt,,In kind,Hospitality for two at the Chelsea Flower Show Gala Dinner (£185 each). I was accompanied by my wife,370.00,2024-05-20,2024-05-20,,False,Lloyds Bank plc,"25 Gresham Street, London EC2V 7HN",Company,Lloyds Bank plc,,2065,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5824,
5843,"Lord Waheed Alli - £2,485.00",,2024-05-22,2024-05-23,,"Gifts, benefits and hospitality from UK sources",4514,Sir Keir Starmer,,In kind,Multiple pairs of glasses,2485.00,2024-04-29,2024-04-29,,True,Lord Waheed Alli,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5843,
5847,Liverpool Football Club - £598.00,,2024-05-23,2024-05-22,,"Gifts, benefits and hospitality from UK sources",4083,Alison McGovern,,In kind,Two tickets and hospitality to Liverpool Football Club event,598.00,2024-05-22,2024-05-22,,False,Liverpool Football Club,"Anfield Road, Liverpool L4 0TH",Company,Liverpool Football Club,,35668,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5847,
5830,Babcock International - £400.00,,2024-05-21,2024-05-22,,"Gifts, benefits and hospitality from UK sources",4682,Luke Pollard,,In kind,"Two tickets and hospitality for the Army Vs Navy rugby match at Twickenham, in capacity as the MP for Devonport",400.00,2024-05-04,2024-05-04,,False,Babcock International,"33 Wigmore Street, London W1U 1QX",Company,Babcock International,,02342138,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5830,
5844,Football Association Limited - £450.00,,2024-05-20,2024-05-22,,"Gifts, benefits and hospitality from UK sources",4657,Anneliese Dodds,,In kind,Three tickets with hospitality to the FA Women's Cup Final. The value of the tickets and hospitality was donated to charity,450.00,2024-04-19,2024-04-19,,False,Football Association Limited,"Wembley Stadium, Wembley, London HA9 0WS",Company,Football Association Limited,,0007779,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5844,
5837,British Broadcasting Corporation - £280.00,,2024-05-22,2024-05-22,,"Gifts, benefits and hospitality from UK sources",4769,Daisy Cooper,,In kind,Travel associated with appearing on BBC Radio 4 Any Questions (value is estimated),280.00,2024-04-19,2024-04-19,,True,British Broadcasting Corporation,"Broadcasting House, Portland Place, London W1A 1AA",Company,British Broadcasting Corporation,,RC000057,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5837,
5838,British Broadcasting Corporation - £111.96,,2024-05-22,2024-05-22,,"Gifts, benefits and hospitality from UK sources",4769,Daisy Cooper,,In kind,Travel associated with appearing on BBC Radio 4 The Week in Westminster (value is estimated),111.96,2024-04-28,2024-04-28,,True,British Broadcasting Corporation,"Broadcasting House, Portland Place, London W1A 1AA",Company,British Broadcasting Corporation,,RC000057,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5838,
5794,London Marathon Events Ltd - £350.00,,2024-05-17,2024-05-21,,"Gifts, benefits and hospitality from UK sources",4787,James Wild,,In kind,Access to dedicated start and finish line hospitality area at 2024 London Marathon,350.00,2024-04-21,2024-04-21,,True,London Marathon Events Ltd,"Marathon House, 190 Great Dover St, London SE1 4YB",Company,London Marathon Events Ltd,,01528489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5794,
5797,Betting and Gaming Council - £600.00,,2024-05-17,2024-05-21,,"Gifts, benefits and hospitality from UK sources",4243,Dan Jarvis,,In kind,A pair of hospitality tickets for the Premier League Fixture between Nottingham Forest v Chelsea,600.00,2024-05-11,2024-05-11,,False,Betting and Gaming Council,"1st Floor, 90 Chancery Lane, London WC2A 1EU",Company,Betting and Gaming Council,,12213577,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5797,
5810,Randox Laboratories Ltd - £496.00,,2024-05-20,2024-05-21,,"Gifts, benefits and hospitality from UK sources",4824,Kim Johnson,,In kind,Hospitality for me and a plus one at the Grand National,496.00,2024-04-15,2024-04-15,,False,Randox Laboratories Ltd,"55 Diamond Road, Crumlin, Co. Antrim BT29 4QY",Company,Randox Laboratories Ltd,,NI015738,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5810,
5812,"Tottenham Hotspur Football Club - £2,500.00",,2024-05-20,2024-05-21,,"Gifts, benefits and hospitality from UK sources",206,Mr David Lammy,,In kind,Five tickets with the use of a hospitality box to see Tottenham Hotspur vs Arsenal football match,2500.00,2024-04-28,2024-04-28,,False,Tottenham Hotspur Football Club,"Lilywhite House, 782 High Road, London N17 0BX",Company,Tottenham Hotspur Football Club,,1706458,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5812,
5801,London Marathon Events Ltd - £350.00,,2024-05-20,2024-05-21,,"Gifts, benefits and hospitality from UK sources",4610,Bambos Charalambous,,In kind,Hospitality for the London Marathon,350.00,2024-04-21,2024-04-21,,False,London Marathon Events Ltd,"Marathon House, 190 Great Dover St, London SE1 4YB",Company,London Marathon Events Ltd,,01528489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5801,
5845,"Manchester United - £1,790.00",,2024-05-20,2024-05-20,,"Gifts, benefits and hospitality from UK sources",4514,Sir Keir Starmer,,In kind,Two tickets in the Directors’ Box (including dining) at Old Trafford for Manchester United v Arsenal FC (value is approximate),1790.00,2024-05-12,2024-05-12,,False,Manchester United,"Old Trafford, Sir Matt Busby Way, Manchester M16 0RA",Company,Manchester United,,95489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5845,
5790,"Channel 4 - £1,716.00",,2024-05-17,2024-05-17,,"Gifts, benefits and hospitality from UK sources",4658,Alex Sobel,,In kind,Two tickets and hospitality at the TV BAFTAS,1716.00,2024-05-12,2024-05-12,,False,Channel 4,"124 Horseferry Road, London SW1P 2TX",Company,Channel 4,,01533774,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5790,
5768,Football Association Ltd - £600.00,,2024-05-15,2024-05-17,,"Gifts, benefits and hospitality from UK sources",4776,Munira Wilson,,In kind,Three tickets and hospitality for the Royal Box at the Women's FA Cup Final,600.00,2024-05-12,2024-05-12,,False,Football Association Ltd,"Wembley Stadium, Wembley, London HA9 0WS",Company,Football Association Ltd,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5768,
5785,Coventry City Football Club - £540.00,,2024-05-16,2024-05-17,,"Gifts, benefits and hospitality from UK sources",4779,Taiwo Owatemi,,In kind,Two tickets to the Royal Box at Wembley for the FA Cup Semi-final match Coventry City vs Man Utd,540.00,2024-04-21,2024-04-21,,False,Coventry City Football Club,"Sky Blue Lodge, Leamington Road, Ryton on Dunsmore CV8 3FL",Company,Coventry City Football Club,,07612487,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5785,
5744,Wrexham AFC Limited - £360.00,,2024-05-14,2024-05-16,,"Gifts, benefits and hospitality from UK sources",4425,Jo Stevens,,In kind,"A ticket for myself and a member of staff, with hospitality, to attend Wrexham v Stockport County in my capacity as Shadow Secretary of State for Wales",360.00,2024-04-27,2024-04-27,,False,Wrexham AFC Limited,"Racecourse Ground, Mold Road, Wrexham LL11 2AH",Company,Wrexham AFC Limited,,07698872,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5744,
5732,"Society of London Theatre - £1,050.00",,2024-05-13,2024-05-13,,"Gifts, benefits and hospitality from UK sources",4591,Sarah Olney,,In kind,Two tickets to the Olivier Awards with hospitality,1050.00,2024-04-14,2024-04-14,,False,Society of London Theatre,"32 Rose Street, London WC2E 9ET",Company,Society of London Theatre,,527227,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5732,
5717,Betting and Gaming Council - £600.00,,2024-05-13,2024-05-13,,"Gifts, benefits and hospitality from UK sources",4641,Alex Norris,,In kind,Two tickets with hospitality to Nottingham Forest vs Chelsea at the City Ground,600.00,2024-05-11,2024-05-11,,False,Betting and Gaming Council,"Kings Buildings, 16 Smith Square, London SW1P 3HQ",Company,Betting and Gaming Council,,12213577,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5717,
5681,"JBC Defence Ltd - £2,916.67",,2024-05-10,2024-05-10,,"Gifts, benefits and hospitality from UK sources",185,Jeremy Corbyn,,In kind,Legal fees paid to my solicitor in the case of Millett Vs Corbyn,2916.67,2024-05-09,2024-05-09,,True,JBC Defence Ltd,"Lytchett House, 13 Freeland Park, Wareham, Poole,  Dorset BH16 6FA",Company,JBC Defence Ltd,,12956185,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5681,
5684,Aviva - £459.00,,2024-05-09,2024-05-09,,"Gifts, benefits and hospitality from UK sources",4518,Tulip Siddiq,,In kind,Two tickets and hospitality at a concert at The O2,459.00,2024-04-25,2024-04-25,,False,Aviva,"80 Fenchurch St, London EC3M 4AE",Company,Aviva,,02468686,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5684,
5702,London Marathon Events Limited - £700.00,,2024-05-09,2024-05-09,2024-05-28,"Gifts, benefits and hospitality from UK sources",4592,Dr Caroline Johnson,,In kind,Hospitality at the start and finish of the Marathon (£350 per person) for me and a friend who is also a constituent and was running for the same charity as me,700.00,2024-04-21,2024-04-21,,False,London Marathon Events Limited,"Marathon House, 190 Great Dover Street, London SE1 4YB",Company,London Marathon Events Limited,,01528489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5702,
5675,Charles Gordon-Lennox (The Duke of Richmond) - £590.00,,2024-05-10,2024-05-09,,"Gifts, benefits and hospitality from UK sources",4460,Ms Nusrat Ghani,,In kind,Two adults and a child ticket to Goodwood members' meeting day,590.00,2024-04-14,2024-04-14,,False,Charles Gordon-Lennox (The Duke of Richmond),,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5675,
5651,BBC - £40.00,,2024-05-03,2024-05-08,,"Gifts, benefits and hospitality from UK sources",4479,Nick Thomas-Symonds,,In kind,"Associated with an appearance on BBC Election Night Coverage, taxi travel to and from Broadcasting House (value is estimated)",40.00,2024-05-03,2024-05-03,,True,BBC,"Broadcasting House, Portland Place, London W1A 1AA",Company,BBC,,RC000057,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5651,
5657,The Jockey Club - £900.00,,2024-05-08,2024-05-08,,"Gifts, benefits and hospitality from UK sources",4061,Bill Esterson,,In kind,Ticket with hospitality to the Grand National at Aintree Racecourse,900.00,2024-04-13,2024-04-13,,True,The Jockey Club,"75 High Holborn, London WC1V 6LS",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5657,
